,img_url,caption,n_likes_1000,n_comments,age
91,https://instagram.flwo4-2.fna.fbcdn.net/v/t51.2885-15/e35/72978752_159148805289012_6452630605219772564_n.jpg?_nc_ht=instagram.flwo4-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=pFQoU6HZrHMAX-Xi-7s&edm=APU89FABAAAA&ccb=7-4&oh=536d50ddc7c5c5ed1d39253e46b7c76f&oe=61582DD7&_nc_sid=86f79a,"Helden features a new generation of German athletes, who work hard on and off the pitch, on the track and in their communities.  They don’t just focus on the win, they pave the way for others and push culture in a positive direction.
⠀
We believe in a world in which everyone can become a hero, leveraging the powerful platform sport provides to those who speak up.
⠀
You never do it just for yourself.
(Du tust es nie nur für dich.)
#justdoit",137k,1043,1 year ago
92,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/73420434_228266108157833_9097010966785707175_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=g1NsIs6BAEEAX-deKvP&edm=APU89FABAAAA&ccb=7-4&oh=566ff2969b6eaa3ee1c18b4e4e719626&oe=615DD49E&_nc_sid=86f79a,"“People going through these kind of struggles need support… For 17 years I struggled with my sexuality. When I was in college, I used to cry to my best friend because I didn’t feel like I belonged, like the guys on the team didn’t like me. My best friend told me to be yourself, go out there and work hard, and that’s what I did on the track because I had something to prove, I didn’t let that circumstance define who I was.” @KerronClement
⠀
On National Coming Out Day, we celebrated safe, inclusive spaces for LGBTQIA+ athletes and the power of sport for all at the LA City College Track. #BETRUE #UntilWeAllWin",307k,1491,1 year ago
93,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/70946247_1239436956240685_6529072216819443109_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=1wdl-mV-9AwAX8CPw9n&edm=APU89FABAAAA&ccb=7-4&oh=09ddc3d99fced04d958a1083090cb412&oe=615C22BF&_nc_sid=86f79a,"“I kept saying, ‘tomorrow is my day.’ I wanted to be the second @kipchogeeliud — the Kipchoge for women. I focused on that.”
⠀
At 25 years old #BrigidKosgei is now the fastest woman on earth. In a weekend of broken barriers, Brigid shattered @paula_radcliffe’s 16-year-old marathon world record by 81 seconds.
⠀
Don’t change your dreams, change the world… And the world record, while you’re at it. #justdoit",200k,1085,1 year ago
94,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/72975737_175349856847522_7771492535081860352_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=Vec2QOiTMXEAX8mg8Fi&edm=APU89FABAAAA&ccb=7-4&oh=d7b1aa8411808dbf6fa85112118137a3&oe=615CC8E3&_nc_sid=86f79a,"“Smiling doesn’t win you gold medals.” - @simonebiles

It’s Simone’s intense focus, energy, and relentless drive that have made her the best to ever do it. And by testing her own limits once again this week at the World Championships, she now has 25 medals — making her the most decorated world champion in gymnastics history. #🐐 #justdoit",328k,1178,1 year ago
95,https://instagram.flwo4-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/70764293_470981736832912_583344316106293708_n.jpg?_nc_ht=instagram.flwo4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ORLRfq81RyAAX842uAz&edm=APU89FABAAAA&ccb=7-4&oh=8c3074b2d660172341a9d9284465b384&oe=615CF984&_nc_sid=86f79a,"“I run to prove to any human in this universe that there are no limitations.” @kipchogeeliud 
A crazy dream come true — Eliud Kipchoge becomes the world’s first to run a marathon in under two hours. #justdoit",547k,2316,1 year ago
96,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/71340327_140215373924249_111543676280959551_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=CIwF6q42veUAX_VfuX3&edm=APU89FABAAAA&ccb=7-4&oh=ea36410d1648931f6839ee95c66f9415&oe=615D7F84&_nc_sid=86f79a,"&quot;Players are role models for a lot of people. You know, once you get on a football field, to see all of the different backgrounds on each team, its quite a remarkable thing. I do think that sport, football, plays a big role.&quot; - @sterling7
⠀
Raheem Sterling, Marcus Rashford, and Tammy Abraham celebrate Black History Month UK and stand together as more than teammates.
⠀
Until we all win. #justdoit",324k,1237,1 year ago
97,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/68660769_413814959273048_3115377191912659715_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=_-XpTVci-H4AX9v-k2h&edm=APU89FABAAAA&ccb=7-4&oh=3459c2057531288e35d945ec7e0ccddc&oe=615D6BDB&_nc_sid=86f79a,"“Your dream starts as a kid. You get older and your aspirations grow, because you believe you can do it.” -@rafaelnadal
⠀
Rafa wins his 19th major. One shy of tying the all-time men’s record. #justdoit",392k,2566,2 years ago
98,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/67918327_2349948281893959_3366804933258344510_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=FxY3-56dZbUAX-02JP5&edm=APU89FABAAAA&ccb=7-4&oh=63aa94a60d7c864b4a859754ce88e4db&oe=615C2E21&_nc_sid=86f79a,"“Our team is younger and more aggressive than before. We need to show the fighting spirit in the game. We’re hoping to influence the whole game through a positive mindset and contribute to Chinese basketball.” – @yi_jl
⠀
As the leader and veteran of China’s basketball team, Yi Jianlian dreams that the young team will make a mark in this year’s FIBA World Cup, continuing to grow visibility and participation in Chinese basketball.
⠀
#justdoit #BeTheProof",227k,2081,2 years ago
99,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/67551802_2348487868605997_6616801610864019130_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=6uTZ4ZXabLUAX8QCBBX&edm=APU89FABAAAA&ccb=7-4&oh=c966294fa2ebffa7b9fe5cb7e6cafa38&oe=615871AC&_nc_sid=86f79a,This is what it looks like to be an 18-time Grand Slam winner. #justdoit,156k,626,2 years ago
100,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/69829279_1253218858172462_2031399816380260279_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=BKjAozcfGVUAX-IW-gz&edm=APU89FABAAAA&ccb=7-4&oh=1dd709c90493d247d210e4a8d21a193f&oe=6158606D&_nc_sid=86f79a,"&quot;I want to make sure that they’re growing up in a world better than the one we are currently living in.” - @kobebryant
⠀
As the coach of his daughter Gianna’s basketball team, Kobe’s belief in the power of sport lives past his own career.
⠀
It’s that same belief that led him to create Mamba League.
⠀
Today, Mamba League provides access to basketball to all kids, giving them skills to change their life both on and off the court. #justdoit #madetoplay
⠀
Join us at: https://swoo.sh/33BcZ1e",230k,1331,2 years ago
101,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/67782233_111185936724493_6931063042420245902_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=32GKUEQpGVYAX8V1QjW&edm=APU89FABAAAA&ccb=7-4&oh=9f051a85995a6e7c4f12e32d166744fb&oe=61585577&_nc_sid=86f79a,"“If youre looking to start running, or swimming, or playing baseball, or whatever you want to do, take one step towards that every day. Go out and run a mile, or go look for a pool to jump into. It’s just a matter of taking that first step—because that one step can change everything.” - @wicked.la",139k,897,2 years ago
102,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/66659123_618454438679095_1838039770902974544_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=SLHTXsRrL7wAX_fKXLJ&edm=APU89FABAAAA&ccb=7-4&oh=597f6ae05d7212305482bb1f4ead47aa&oe=615C552C&_nc_sid=86f79a,"“Pain goes away. But the pride of knowing you gave everything? That’ll stick with you forever.” -@mathewfras
⠀
Mat defended his title as the Fittest Man on Earth by winning his fourth-straight CrossFit Games championship, proof that Hard Work Pays Off. #HWPO #justdoit",456k,1896,2 years ago
103,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/67131939_2365117850443324_4729127630306517434_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=j_s6Qzh4uv4AX-wpJ8Y&edm=APU89FABAAAA&ccb=7-4&oh=39e1010c8508da23e28aa5a4685bba60&oe=61586953&_nc_sid=86f79a,This is what it looks like to be two of the world’s best beach volleyball players #justdoit,151k,951,2 years ago
104,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/62253715_335120147370866_4642319047874987284_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=RSggXCkoJ24AX8BWacN&edm=APU89FABAAAA&ccb=7-4&oh=8dfb566f57784b0dcd9388e20ef5dc2d&oe=615DDB74&_nc_sid=86f79a,"“Your team is your family, and it’s for them that you want to play.”
⠀
Kristina left her parents to pursue her dream of playing football for her country. Sharing a bed with her grandma as she trains at her club in Moscow, she’s doing whatever it takes to represent Russia.
⠀
Follow her story in ’Spit Fire, Dream Higher’—our latest collaboration with @adwoaaboah and @gurlstalk.",221k,966,2 years ago
105,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/65888406_461255107994698_6574558543237240297_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=lxKXYeJ9fEgAX8dGuNw&edm=APU89FABAAAA&ccb=7-4&oh=73a9111d7e6121ae74d33c00947ce55b&oe=615DB9F9&_nc_sid=86f79a,"“Football means everything to me. I want to play football forever. I do.”
⠀
Football is Londiwe’s life, keeping her off the streets of Johannesburg and bonded to her teammates with a shared love of the beautiful game.
⠀
Follow her story in ‘Spit Fire, Dream Higher’ – our latest collaboration with @adwoaaboah and @gurlstalk.",159k,947,2 years ago
106,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/66158930_2330976940318876_1675866384020136223_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=BQPfXfNvjY4AX8ojFUu&edm=APU89FABAAAA&ccb=7-4&oh=20b9d696d8a28a4633cbbf085bbd694f&oe=6158A3D8&_nc_sid=86f79a,This is what it looks like to be golf’s 15x major winner. #justdoit,160k,1254,2 years ago
107,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/65917197_2550224731873968_9019717924268536483_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=FDNBBUSB3VAAX8dJ7_m&edm=APU89FABAAAA&ccb=7-4&oh=751b58e4ca78a6781faa37958a15c796&oe=615DFE8E&_nc_sid=86f79a,"“When you stop thinking about things that have happened in the past and focus on this moment, you achieve greatness. Your destiny is in your hands.” Precious trains at Right to Dream Academy—the first women’s football academy in West Africa. On and off the pitch, she’s proving that young women can take control of their lives and achieve incredible things.

Follow her story in &quot;Spit Fire, Dream Higher&quot;—our latest collaboration with @adwoaaboah and @gurlstalk.",183k,678,2 years ago
108,https://instagram.flwo4-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/62251628_345405046130495_6290696440123595162_n.jpg?_nc_ht=instagram.flwo4-2.fna.fbcdn.net&_nc_cat=111&_nc_ohc=KWtpUjurJ9YAX-qaVZe&edm=APU89FABAAAA&ccb=7-4&oh=aa48fcfe582e7cc637fadbd5c83de1da&oe=615DCD33&_nc_sid=86f79a,"“‘Spit Fire, Dream Higher’ is the culmination of an incredible journey to unearth girls from around the world who have fought through oppression and continue to be resilient through their love for football. The documentary truly celebrates them and the grassroots communities they are a part of.”
- @adwoaaboah
⠀
Don’t change your dream, change the world. #justdoit",234k,1144,2 years ago
109,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/65002603_462043741007993_8010689700360262645_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=GGZkYdix2IsAX_cRUVs&edm=APU89FABAAAA&ccb=7-4&oh=1e3178acd1731b520a1ba438e7228ad9&oe=615CFEDC&_nc_sid=86f79a,"Few make history. Fewer change it.
⠀
Don’t change your dream. Change the world. #justdoit",534k,3070,2 years ago
110,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/64614544_419062322153946_1906333378240589823_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=HBco52KSvBkAX_yJynb&edm=APU89FABAAAA&ccb=7-4&oh=36c0f442fb6cdad8de40c684692811bf&oe=615D5AAD&_nc_sid=86f79a,"“I fight for my people, I fight for everyone. Sport should be an equal language for all.” - @castersemenya800m #justdoit",295k,6839,2 years ago
111,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/e35/64544756_2422617341358367_2262742573842088812_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=mNzARYsYp4MAX-Tfw5u&edm=APU89FABAAAA&ccb=7-4&oh=bcd3a7deddb09a0c83cad83f7f872caf&oe=6158989D&_nc_sid=86f79a,"“The traditional player? Maybe a little boring.” @elisvitolina
⠀
The traditional tennis player? She’s quiet. Respectful. Conservative.
⠀
But Elina Svitolina? Sheʼs outspoken. Defiant. Rebellious.
⠀
Traditionally, she doesnt fit in. And thatʼs what makes her stand out. #justdoit",298k,1039,2 years ago
112,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/e35/64639457_640446069754541_8267422395165273950_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=cRL5VOjSJKMAX9Bld7c&edm=APU89FABAAAA&ccb=7-4&oh=fd40ee5a8774a2d919a72def452c17f9&oe=6158210F&_nc_sid=86f79a,"“I never feel like I have to be stuck in any sort of lines.” @madisonkeys
⠀
Tennis is a sport with definitive lines. These lines tell you when, where, and how you should play.
⠀
In a lot of ways, the same can be said for athletes who play the game. Theyʼre reminded that thereʼs a right and a wrong way to act. Some are even told to be prim, proper, and “ladylike.&quot;
⠀
Madison doesnʼt fit the mold. But sheʼs happy to break it. #justdoit",243k,982,2 years ago
113,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/62381254_114351959835838_4029074127825856810_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=tmDtFu_cBIUAX8kxTuO&edm=APU89FABAAAA&ccb=7-4&oh=1e6f69cfaf022ab87d0e2f99ade3c3a1&oe=61585205&_nc_sid=86f79a,"“You can’t be what you can’t see.” - Makena
⠀
The athlete who inspired some of the world’s best isn’t even on a roster this summer. She isn’t a professional soccer player. She isn’t even being recruited. (Yet.)
⠀
She’s a ten-year-old girl. Meet Makena. #justdoit",386k,1782,2 years ago
114,https://instagram.flwo4-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/61792342_178636806466392_6826920239622791655_n.jpg?_nc_ht=instagram.flwo4-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=YW6C8_pNSb8AX9fmlNG&edm=APU89FABAAAA&ccb=7-4&oh=cfa008f764cfabdb800a7b828579f240&oe=615D180C&_nc_sid=86f79a,"“Whatever happens, we’re a team. In defeat as much as in victory. It’s impossible to win by yourself.” @amandine_henry
⠀
When Amandine Henry and her teammates were young, they could only dream of an opportunity like this.
⠀
Today, that dream becomes reality.
⠀
Don’t change your dream. Change the world. #justdoit",295k,943,2 years ago
115,https://instagram.flwo4-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/61613926_447049242728039_817561948302372053_n.jpg?_nc_ht=instagram.flwo4-2.fna.fbcdn.net&_nc_cat=111&_nc_ohc=4GwYJV4qX7cAX-24vfJ&edm=APU89FABAAAA&ccb=7-4&oh=add534c72af0f64a3b1afb8ec5f7e24f&oe=615C67D2&_nc_sid=86f79a,"“Even if I were born again, I’d still play football.” @ji_soyun10
⠀
Ji So-Yuns dream isn’t to be one of the best female football players in the world.
⠀
Ji dreams of becoming one of the best players in the world, period. #justdoit",184k,1042,2 years ago
116,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/60132913_223484285278082_2443569383845081949_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=BUe53QVF66AAX_vbGDh&edm=APU89FABAAAA&ccb=7-4&oh=59582a601cb8f87f0f69bf1547b3a09d&oe=615DAD6B&_nc_sid=86f79a,"“It’s important for girls to believe in themselves, because if you believe in yourself that means you can do anything.” - Makena, Age 9, #justdoit",470k,2200,2 years ago
117,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/60178074_434377887350790_7497081954574062182_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=Ii_cxF4URcYAX-erFlt&edm=APU89FABAAAA&ccb=7-4&oh=9bd5f713ecbbfff593f5a09cba544014&oe=615D4E74&_nc_sid=86f79a,"“One of the biggest things is just trusting yourself.” @naomiosaka
⠀
Just because your situation changes doesn’t mean you have to. #justdoit",246k,771,2 years ago
118,https://instagram.flwo4-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/59613924_142638650189339_2849877975017722328_n.jpg?_nc_ht=instagram.flwo4-2.fna.fbcdn.net&_nc_cat=111&_nc_ohc=dzilRGFkxcIAX8xyNQ7&edm=APU89FABAAAA&ccb=7-4&oh=35b80102f8d1e2dfeb3ef0f5eb291039&oe=6158B040&_nc_sid=86f79a,"“He’s always trying to push me because he knows I’m going to improve.” @carogarcia

Sometimes your first coach is your best one.

Carolines father has guided her from her first tournament to her latest one. Challenging her and comforting her. Pushing her and patting her on the back. Celebrating and commiserating.

Traditionally, elite tennis players move on. They “grow up” and work with someone else. Obviously, Caroline is anything but traditional. #justdoit",253k,671,2 years ago
119,https://instagram.flwo4-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/p640x640/60430752_347036336165365_1932617863529923288_n.jpg?_nc_ht=instagram.flwo4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=ffUeimqqqtoAX_zF4bA&edm=APU89FABAAAA&ccb=7-4&oh=0b9319866734a33b52582dc58d9e6cf1&oe=615865E4&_nc_sid=86f79a,"“If you look around the tennis world, all of the players are much taller than me. But I don’t feel small.” @simonahalep
⠀
As a child, when Simona Halep told the world that she wanted to be the next great tennis player, they laughed at her. They said that she was too small.
⠀
You know what Simona told us? They were right. Size matters.
⠀
But it isn’t height or weight that counts. Its the size of your heart. #justdoit",324k,1293,2 years ago
120,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/59635452_349254415948922_8606102658005051915_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=8jLjX5zEREoAX905Cb1&edm=APU89FABAAAA&ccb=7-4&oh=0684640b5e41d3a17563cf688b66c073&oe=6158B4C6&_nc_sid=86f79a,This is what it looks like to be one of the world’s best tuberiders. #justdoit,264k,921,2 years ago
121,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e15/p640x640/57198881_2155770777832667_6774650129263427995_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=3TJ3JjIZENwAX_GH64N&edm=APU89FABAAAA&ccb=7-4&oh=30d4a5bed39a153e3ed96e417d1d5a97&oe=615863F2&_nc_sid=86f79a,"“No one can ever say you can’t do something. If I fail, I’ll see that for myself. But let me try, let me fly, and I’ll find out.”
⠀
Ever since he was a kid, @AlexRoca91’s Crazy Dream was always there. At first, doctors said he was crazy to even walk. Now he’s training to become the first athlete with cerebral palsy to finish the 600km Titan Desert Race, one of the toughest races on the planet. #justdoit",504k,2876,2 years ago
122,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/57623869_619757118492729_5675759936122563785_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=_FHOPBMhhv0AX_JFuHS&edm=APU89FABAAAA&ccb=7-4&oh=edc625e35a4a04ea470440ab72145db3&oe=615DA38E&_nc_sid=86f79a,"“Believe in yourself and trust that your mind and heart can break barriers.” @kipchogeeliud
⠀
It takes more than elite endurance to win a world championship. More than a timely kick to take home a gold medal. More than a stubborn work ethic to break a world record.
⠀
It takes a whole lot of belief. And that same belief carried Eliud Kipchoge to win today in London. #justdoit",389k,1604,2 years ago
123,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/56823635_883125535365886_6236399074288962594_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=dhlsDXXT9KIAX9ZBPih&edm=APU89FABAAAA&ccb=7-4&oh=b468c1fec949e8c322899ab0f1364ba1&oe=615C8D57&_nc_sid=86f79a,"“It is great to see the trend of women coming to the marathon, taking on the challenge and really growing with it.” - @paula_radcliffe
⠀
Tomorrow, 60,000 runners will line up in Paris. That’s 60,000 runners who’ve committed weekends, early mornings, late nights, some sanity, and a few toenails to run 26.2 miles. Yeah, they’ve given up a lot. But it’s nothing compared to what they’ve gained.
⠀
Follow @nikerunning to support @voltwomen. #justdoit",384k,1319,2 years ago
124,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e15/p640x640/54731781_2296360830634711_251582065138472241_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=FuGE_0oX0o8AX8QAfUY&edm=APU89FABAAAA&ccb=7-4&oh=ca0c0719029e5c744b2a2272fe059efb&oe=61588E0C&_nc_sid=86f79a,This is what it looks like to be a two-time figure skating Olympic medalist. @jmedvedevaj #justdoit,324k,3177,2 years ago
125,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e15/p640x640/53815160_843805729291960_3719805032936296824_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=_PneUxNIRH0AX_rlD8K&edm=APU89FABAAAA&ccb=7-4&oh=13239b2e7cf71fbc8ae3a80429aed887&oe=61586A3E&_nc_sid=86f79a,"“The most important thing for me is to do everything from the heart.”
⠀
Evgenia Medvedeva’s crazy dream isn’t to win a world championship. She’s done that, twice. It isn’t to make it to the Olympics. She’s brought home two medals. It isn’t even to break a world record. Because she’s already shattered one.
⠀
Evgenia’s crazy dream isn’t an accolade or accomplishment. It isnt written in a record book. It’s written on her heart. #justdoit",551k,3420,2 years ago
126,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e15/p640x640/52740126_141501770223798_2667501570479321037_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=Uev_haevBZQAX_PRJny&edm=APU89FABAAAA&ccb=7-4&oh=e098cb5044d5b0f7d9bce34fe7cc196d&oe=61587383&_nc_sid=86f79a,"Sam Kerr
Four Time Golden Boot Winner
Perth Australia

Introducing Birthplace of Dreams. Stream the series premiere featuring @samanthakerr20 on IGTV now. #justdoit",423k,1699,2 years ago
127,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/53869360_619750001800323_2028243110331290389_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=zuhCZ_-Vx3oAX_r6OjI&edm=APU89FABAAAA&ccb=7-4&oh=87916044d0beafecc254cad95605908d&oe=615D5AA0&_nc_sid=86f79a,"“World’s greatest selfie? I’d like to think so.” — @samanthakerr20
⠀
First, find a crazy dream. Then, find the others whose dreams are just as crazy. #justdoit",362k,1827,2 years ago
128,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/51135416_549500052214637_6040333441134437788_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=xfkjW8a72BsAX96cyXI&edm=APU89FABAAAA&ccb=7-4&oh=1576b7ad53ca2768458551145a0c2c05&oe=615D0E1A&_nc_sid=86f79a,"It’s only a crazy dream until it’s a reality. #justdoit
⠀
The International Boxing Association rewrote the rules, allowing women everywhere to box in hijabs. A huge win for @zeina.boxer and for women across the world.",607k,7558,2 years ago
129,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/51117073_590936927999314_5084542623808179380_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=tSKuFwVtimQAX_NBfKp&edm=APU89FABAAAA&ccb=7-4&oh=f9ccc2a794a30aa5ea098b8cf78835e4&oe=615C2C69&_nc_sid=86f79a,"One crazy dream turns into another.
And another.
And another.
And another.
And another.
#justdoit",642k,2698,2 years ago
130,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/50244782_293910731327318_3777003732808649170_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=vLZ3CyQA1NwAX9IYoyM&edm=APU89FABAAAA&ccb=7-4&oh=45efb696c0c84f41f95a87f9be128102&oe=615D3E21&_nc_sid=86f79a,"“To dream big requires courage.” - @iremyamany
⠀
Imagine loving your sport so much that you go a decade without winning a tournament and still don’t quit. Then, one day, you win. And then you win again. And again. And again. That’s how Turkish Taekwondo fighter Irem Yaman finally earned the nickname #Goldhunter. During one of her training days, she shared how those years of sacrifice and loss weren’t always easy. But they were worth it.

See Irem’s full story on @nike IGTV #justdoit",320k,2539,2 years ago
131,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/49787507_2143045385717921_5489807232592041111_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=j03wZXeQt8AAX8pZpmS&edm=APU89FABAAAA&ccb=7-4&oh=4ad2cd7a505f7025b0f6e7feb3399fb7&oe=615C4E35&_nc_sid=86f79a,"“It’s in women’s nature to be strong.” - @yasemin.adar
⠀
Before Turkish wrestling champion Yasemin Adar became the best, people had more to say about her looks and her lifestyle than her talent on the mat. But she kept practicing. Kept working. Kept winning. At the National Wrestling Club in Istanbul, she shared what she wants for the future of her sport, and showed what true power looks like.

See Yasemin’s full story on @nike IGTV #justdoit",263k,1077,2 years ago
132,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/50244784_284747245547081_6804385872722304751_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=o43NHs-P2oUAX9TPDmu&edm=APU89FABAAAA&ccb=7-4&oh=ae8f32f781eb676bb52ed3cb80a99994&oe=615DF39D&_nc_sid=86f79a,"“We live in a time where everything should be possible, but you have to fight for change.” - @zeina.boxer
⠀
German boxer Zeina Nassar didn’t start out looking to change the rules, but when she saw that women like her weren’t allowed to wear hijabs while competing, she made it her mission to do exactly that. Now, she’s fighting to change the rules internationally, so all women can experience the power of sport.

See Zeina’s full story on @nike IGTV #justdoit",534k,3654,2 years ago
