,product_name,product_review,Cosine_review_W2V,Sentiment
4700,Ground State,2016 vintage poured into a tulip nice roasted coffee still coupled with some detectable vanilla creaminesssweetness nice mouthfeel highly impressed,0.6587406133645263,0.8399
5828,Sang Noir,no sure how i havent reviewed this one yet 2011 vintage pulled from the cellar pours a small bubble offwhite head bubbles are prob more from the pour than the carb a bit of lacing some decent legs as well very dark molasses brown color  nose is still very complex fair amount of cherry up front mild sweet bing cherry with a candy coating red wine notes with that plenty of dark fruit in general with tartness and a little sour funk not super funky but also some brett like farmhouse funk and bacteria souring light vanilla barrel with a flash of bourbon  taste is also complex lots of sweet cherry tart cherry as well fair amount of tartness with sourness and souring bacteria a little farmhouse brett like funk juicy cherry and some tart grape skin maybe a bit of cranberry as well quite sour in general light vanilla and toasted oak with also a very light bourbon like character but barely anything there burgandy red wine sweet almost syrupy with a touch of alcohol late fair acidity in general tart flemmy finish tart cherry and dark fruit lingering  mouth is med to fuller bod big acidity and sourness flemmy finish light alcohol warmth  overall a great fun sour beer with loads of dark fruits cherry cranberry red wine and grape skin bourbon is very very light but i assume third fourth fifth or something fill barrel as its mostly just for rounding and souring the beer wine was nice though and big sourness was nice,0.6587315316963571,0.9947
4545,Impermanence,poured very dark impervious to light big maple aroma flavor is sweet loads of maple some chocolate light coffee flavor on the finish creamy and fairly full bodied overall a good desert imperial stout  12220 500 ml bottle  thanks adam 425 rating,0.6586256732939664,0.8591
2968,Gggreennn!,pint can in a curvy beer glass  another murky straw colored glass of juice thin white cap loads of lacing  heavy dose of citrus aroma with a pineapple tropical mix stinks up a bit as it warms any malt or wheat  its fruit juice as far as flavor goes  juicy medium bodied fairly smooth lasting bitterness  another glass of juice from th masquerading as a beer,0.6586050591015278,-0.3818
5140,Clare's Thirsty Ale,32oz growler poured into a snifter  pours deep black in color with a creamy khaki head that has decent retention smells of raspberry laced fudge dark chocolate caramel  vanilla taste follows the aroma but the raspberry isnt as strong it manages to pop through notes of dark chocolate with some jamlike notes the finish brings out a hint of peppery rye and oak mediumheavy body with moderate carbonation creamy mouthfeel and finish,0.6585630150720566,-0.5504
407,Fou' Foune,shared bottle at local tasting cloudy golden colour white head intense and lovely aroma of brettanomyces  farmhouse and apricots sour flavour notes of lemons apricot and brettanomyces,0.6585527659756244,0.7579
4898,Aurelian Lure,hazy orange body with a bubbly white head aromas of oak vanilla stone fruit the apricot character is not especially assertive while the beer is certainly tasty its less extraordinary than i hoped  expected lightly sweet mild to medium tartness and a subtle acetic quality in the finish good stuff,0.65854006871774,0.872
3557,Fundamental Forces,500 ml bottle black body smells of alcohol vanilla more alcohol roasted and nutty malts some oak tastes of vanilla sharp vanilla and fruitiness alcohol rich chocolate more alcohol heavy and intensely alcoholic its over the top in every way but it is really well made for what it is,0.6585167047940068,0.6994
4557,Abraxas,2019 vintage 115 abv poured from a 750ml bottle into my portsmouth tulip  seal brown liquid with a faint ecru collar vague lacing no retention thick sheen of tears cascades down the sides  cocoa treacle stewed plums and currant jam along with faint tobacco and milk chocolate notes in the nose lavish and inviting some alcohol around the edges but nothing fusel  intense chocolate notes permeate the flavor profile although the malt base has some definite complexity with a range of toastcharchocolate notes bitterness is balanced between clean earthy hops and cocoa some warmth and spice from the ancho while the spices emerge in the finish with a light dusting of cinnamon and the vanilla almost suggesting some time in a barrel rich deep but the adjuncts threaten to overwhelm the base beer medium earthy finish  creamy smooth fullbodied sticky mouthfeel light but sufficient carbonation  outstanding well balanced bittersweet and potent,0.6584968626864772,0.9309
5556,Ghost In The Machine,  look super cloudy hazy and thick loom creamy light yellow cream honey color medium white soft creamy head excellent retention  aroma citrus mango melon soaring soft fruit very nice  taste peach grapefruit melon grass finish very tasty  feel medium body soft foamy super smooth  lovely beer better than the oh copycollaboration version i had a while back  ,0.6584911514561301,0.9657
1291,Headroom,on tap at the tasting room cloudymilky orangishyellow pour with a white head more tangy than im accustomed too from trillium grapefruit and citrus hop notes give way to hints of pine and resin a bit more unbalanced with a bitter hoppy presence average mouthfeel with a good body,0.6584729934354284,0.0258
3609,Darkness,2019 version bottled 090419  opaque ebony body topped with an exquisite dense and creamy light tan head dense and sticky rings of foam descend the glass gentle aroma of milk chocolate and vanilla an immensely pleasing taste of cocoa and bitter chocolate somewhat nutty caramel and honey dully sweet with an undercurrent of bourbon heavy soft and billowy marshmallow mouthfeel dense with residual sugar body smooth velvet some alcohol warmth  near perfect visual appeal a rich yet subtle aroma and an incredibly balanced and flavorful taste with an unforgettably thick and creamy body  that sums up this beer a most heavenly russian imperial stout hell an exquisite stout no matter what the style,0.6584547354789939,0.9495
4803,Leche Borracho,rich vanilla nose chocolate slight booziness to it big dark chocolate and cinnamon on the tongue finishes with a slight kick definitely a well layered balanced beer however i would have preferred a slightly higher bourbon profile on the nose and taste,0.6583983863514391,0.7976
2274,Coffee Cinnamon B-Bomb,a  pours a very dark brown with a one finger creamy tan head nice amount of soapy lacing  s  aroma is cinnamon dark chocolate oak and bourbon  t  the taste is cinnamon dark chocolate vanilla light coffee oak leather and nice bourbon in the finish  m  medium body with medium carbonation creamy mouthfeel with soft dry finish  o  this is impressive the cinnamon and coffee dont overpower the base beer mouthfeel is supreme great beer,0.6583526123301302,0.9485
2106,Beer Geek Vanilla Shake - Bourbon Barrel-Aged,tasted from bottle 2016 version pours dark brown with minimal tan head vanilla caramel and bourbon aroma huge vanilla flavor along with caramel coffee molasses bourbon if you like vanilla youll like this one very well done,0.6583488396051066,0.8268
3578,No Rules,2015 vintage 22oz bottle poured into a tulip  a pours a deep brown color with a onefinger creamy khaki head that reduces to a thin film floating on top some lacing left behind  s big malty nose with caramel  toffee leading the way along with lots of dark fruity aromas of raisin  fig undertones of coconut and brown sugar are definitely noticeable not picking up much barrel aroma except some earthy wood  t huge malty sweetness up front follows the nose with caramel and sticky toffee leading the way immediately followed by raisin fig date  black cherry midpalate brings out notes of brown sugar coconut flakes molasses  caramel candy the finish adds some light bourbon notes with oak and vanilla accents lingers of black cherry  m heavy body with moderate carbonation leads to a creamy and chewy mouthfeel that continues into a velvety warming finish  o a massive beer with all of the adjuncts still coming through its impressive that it keeps the sweetness manageable as well given the abv,0.6583455843703063,0.9531
1734,Beatification,2018 edition poured into a tulip a clear bright golden color with a modest white head that quickly settled crisp citrus aroma  lemon and orange some brett funky esters and dough as well the taste was phenomenal juicy citrus notes mixed with grassy funky elements doughy bread and earthy elements moderately tart and very drinkable the cherry on top was the elegant oaky presence throughout not overwhelming but enough to easily notice exceptional,0.6583326314639312,0.8151
4905,Barrel-Aged Silhouette,a slight fizz but then no head nearly black pours thick smell is a sweet molasses and caramel taste is smooth balanced not as complex as some but still extremely flavorful plum and molasses feel is outstanding creamy and silky smooth an excellent beer,0.6583040887430779,0.9294
3373,Moment Of Clarity,16oz can served in a chalice dated 042920  look dark opaque coffeealmost black color solid brown head that quickly recedes to a light ring of foam light spotty lacing no carbonation streaming after it settles  smell the aroma is killer fresh ground coffee maple syrup and chocolate dark bready malt burnt sugarcaramel dark fruits raisins and figs vanilla and slight licorice  taste rich roasted bready malt sweet chocolate and maple syrup coffee burnt sugarcaramel and vanilla light coffee like bitterness that doesnt linger on the finish  feel medium bodied with a smooth creamy texture really well balanced very light carbonation on the tongue  o completely sublime and delicious probably better served on a cold fall day than in the middle of june but its doing the job just fine,0.6583028268884912,0.7962
5274,Dorothy (Wine Barrel Aged),awesome beer very reminiscent of hf sueone of my all time favorites nice funky saison with citrus and grapefruit bitterness on the finish with a kick of dry hops very concentrated and delicious,0.6582523035009219,0.8901
2668,Black Tuesday - Reserve,very good head production considering the sky high abv and double barrel aging quickly fades as expected leaving behind only a thin ring of foam around the edge body is surprisingly clear and colacolored  boozy nose  whoda thunkit the smell of bourbon port and brown sugar wafts over you from the pour itself up close its similar but stronger red grape molasses chocolate brown sugar oak bourbon vanilla toffee honeycomb  strong sweet and boozy on the palate with an alcoholic burn that grows and grows very slow sipper lasting heat in the throat and chest  incredibly deep and complex rich and dark molasses brown sugar oak bourbon mash red grape white bread light toast toffee vanilla espresso long aftertaste although the booze understandably dissipates rather quickly,0.6582232570338696,0.9692
5754,All That Is And All That Ever Will Be,pours like syrupsmooth and sweet very dark brown with a mocha head it is rich with strong milk chocolate flavor and subtle coffee flavor underneath several good aspects to this stout but perhaps a bit too sweet making this lean toward dessert beer,0.6581881309993616,0.9116
3252,Barrel-Aged Sump Coffee Stout,2018 vintage released 2 months ago  a pours a thick black with just a smattering of medium brown head no lacing and poor retention  s thick sweet rich dark cocoa bakers spice cinnamon clove infused mediumroast coffee mediumlight bourbon and oak dry wood and light prunes  t rich cocoa liquid hersheys moderate and wellintegrated mediumroast coffee light bourbon lightly sweet finishing fairly dry with a bit of cola dry cinnamon stick and prunes a beer this rich could use a bit more sweetness to bring out the desserty flavors  m thick mouthcoating mediumfull body with moderate alcohol heat and moderate carbonation  o delicious desserty and coffee forward with pretty good barrel character about as good as ba abraxas,0.6581755206136618,0.9824
3225,In Perpetuity,canned on 917 poured to glass on 922 ahazy yellow and nice size of clouds s citrus aroma with peach t not sticky rather a little dry  side sweetness is not strong mclean bitterside notes and medium carbo o fruitness does not insist strongly balance is unique between hops and malts 20min later mouthfeel getting mild and more smoother much better than immediately after the open abv67 citra nelson american ipa,0.6581698083670566,0.658
2150,A Deal With The Devil,christmas tasting lineup of all variants base beer comes off as very similar to the woodford a bit more fruity perhaps plums raisins sweet and boozy,0.658166638117168,0.4588
5006,Gueuze 100% Lambic,been meaning to try this for a long time but it is tricky to find in dublin found myself in an off license on baggot street yesterday and picked it up bottled june 2020 a cloudy honey colour beer with a smattering of white bubbles on top aroma is funk forward tart leathery goaty acidic sweet caramel honey pear apple rhubarb lime smells gorgeous frankly taste is sweeter than other gueuzes ive tried but totally delicious the balance between the funky sour flavours the acidic wooden flavours and the sweetness is perfect rhubarb cherry pear honeycomb vanilla oak white wine leathery floral feint hint of bitterness on the finish beer is light to medium bodied with light carbonation dry puckering sourness very drinkable all in all a damn good beer that lives up to its reputation,0.6581592813328117,0.9744
676,Very GGGreennn,16 oz can hazy orange smells of tropical fruit acid fruit booze tastes the same tropical fruit light passion fruit some chewy pine which is surprising medium body good but tastes like every other hazy ipa,0.6581371747227629,0.775
1062,Doubleganger,a tallboy pours into a tulip glass with a very hazy borderline murky yellow body the head rises to a finger high with a creamy texture and good retention large sheets of lace after each sip  s big bold and juicy hops right up front for which tree house has become pretty well known for juicy and ripe peach and nectarine come on really strong with pineapple tangerine orange mango papaya melon dank weed slight creamsicle and floral notes a touch of oats and base barley  t a bit more citrus forward than in the aroma with that creamsicle flavor joining in with all of the other ripe and juicy fruits peach apricot mango pineapple melon slight passionfruit herbal floral dank papaya melon and grapefruit oats bread and a lightmedium sweetness slightest bit of raw green hops  mf creamy and very smooth medium bodied and a touch toward lighter than i would expect the carbonation is on the high side and it ends with a moderate bitterness  ripe stone fruits and tropical fruits smooth and a ton of great flavors you kinda know the tree house style by now and glad they are still delivering these bright and fruity hop bombs with good consistency,0.6581222909314965,0.9794
4322,Bad Boy,from a growler fresh fresh fresh hop aromas are pretty floral and fruitforward plenty of biscuity grain detectable flavor is juicy citrus and melon fruits and some dank rosewater grassy on the back end seems like a hallmark of alpine mouthfeel is smooth with a distinctive tongue tickle way too drinkable for how strong it is right up there next to enjoy by and dinner,0.6580951965106306,0.9524
5855,Omega Point,aroma dominated by chocolate tobacco leather port sherry and bourbon with a little bit of a smoky amaretto twist to it that adds some additional complexity taste is so smooth bourbon forward and subdued sweetness giving it a dark chocolate and portlike characteristic what a beauty,0.6580906728388866,0.8555
2283,Coffee Cinnamon B-Bomb,22 oz bomber gold waxcapped limited 2019 release abv 132  poured into a trillium glass a very nice dark brownblack color with some very nice carbonation with a very nice thickcreamy onefinger plus tan head which also leaves a very nice medium size island and some very nice creamy sticky lacing behind the nose is very nice malty hoppy with a very nice dark fruit complex grapes figs dates raisins cherries plums with a very nice touch of chocolatetoffeecoffee pretty nice bourbonoak note vanilla with some licorice cinnamon roasty the taste is awesome malty hoppy with a very nice dark fruit complex grapes figs dates raisins cherries plums with a very nice touch of chocolatetoffeecoffee very nice bourbonoak very nice vanilla sweetness licorice pretty nice touch of cinnamon pretty nice roastyness full body abv is hidden very nicely a very tasty complex brew a very nice sipper overall this is one pretty awesome brew definitely nice to see this one around this year highly recommended,0.658064877144321,0.9976
5637,Bourbon Barrel Champion Ground,released 121319 drank 21620  the yarchives  black appearance  a violent pour yielded a big tan head decent lace  oak cream dark roast coffee bean dark chocolate syrup and mild bourbon notes in the nose  creamy thick mouthfeel  green pepper cream dark chocolate  dark roast coffee bean flavors up front oak  bourbon heat notes on the finish  almost a parody of the coffee stout clicheseasy pass for me moving forward,0.6580566648174493,-0.4939
1959,Triple Sunshine,12 oz can canned 9919 poured into a tulip glass a golden hazy orange with half finger white head aroma is all pinegrapefruit and maybe some cantaloupe the taste is very balanced between some maltsugar notes and the hop citrus flavor profile the alcohol is barely noticeable mouthfeel is medium heavy carbonation level is medium low a pretty tasty balanced triple,0.6580220744873095,0.2732
2552,Beyond Good And Evil,2017 bottle drank 2019 pours dark aroma chocolate bourbon  oak tastes amazing with the sweet chocolate oak and bourbon barely taste the maple medium body incredible stout,0.658006953482994,0.8313
6134,Darkstar November,pours a thick oily black with low chocolate colored foam  smell is sweet and rich with notes of chocolate molasses coffee cinnamon and some bourbon and rye  taste is boozy and powerful with huge notes of coffee chocolate golden syrup and bourbon backed by minor notes of cinnamon muscovado sugar and some sweetness  mouthfeel is thick chewy and well carbonated  overall a monster of a stout huge in every way,0.6579925790788785,0.9517
764,Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged,another big thanks to rudzud 2016  again pours a giant frothy creamy thick heavy 3 finger dark colored heavy thick head fades slowly nice thick soapy dark lacing pitch black beer and looooong legs couldnt be better than this  nose loads of dark chocolate and coffee earthy caramel like coffee a bit sweet caramel toffee with nice nougat chocolate fudge nice mild earthy coffee and chocolate coffee notes but loads of the base beer dark chocolate some roast loads of vanilla and vanilla ice cream bakers chocolate cocoa with a little generic back end fresh coffee little caramel and vanilla toasted oak barrel flashes of coconut barrel too and a bit of sweet bourbon great beer but coffee is lighter than it should be probably age  taste is awesome loads and loads of dark chocolate cocoa fudge oreo cookie dough and lush cocoa a touch of charred coffee and fresh coffee mild earthy roasty coffee with a touch of nutty cookie dough wafer loads of vanilla and barrel notes a little barrel spice some nice bourbon mixed with that smooth sweet bourbon candy bourbon and caramel toffee candy like juicy and delicious just a hint of booze  mouth is fuller bod fluffy creamy juicy lush with a nice carbonation just a hint of alcohol  overall again awesome but missing a bit of the base vietnamese coffee great barrel great base beer great everything just missing some of the base coffee,0.6579516298515992,0.9971
853,JJJuliusss!,pours a hazy orange color with a thick white colored head with some lacing down the glass smells fruity big melon grapefruit and orange aromas tastes big and juicy mainly grapefruit and melon notes with a hint of orange at the end the aftertaste is a bit tart feel is medium bodied perfect amount of carbonation slight warming at the end overall a really good beer very good take on the neipa style,0.6578718138361328,0.8858
6097,Blanc De Blancs,375 ml bottle poured into a snifter  appearance  hazy orange body small white head thin collar  smell  lots of grape musty white wine is strong acidic and woody  taste  sour sour white grapes oaky white wine builds into the back  mouthfeel  medium light not as strong as other side project sours  overall  finally a pleasant sour from side project lots of grape but not that intense on the sour,0.6578691343668006,0.2769
5313,Bourbon Barrel Oro Negro,2019 bottle poured into a dfh tulip very dark brown to black body topped by a tan head smell is of chocolate cinnamon peppers bourbon and vanilla wonderfully complex as is the taste with the peppers really hitting the palate mouthfeel was a little thin but maybe ive been spoiled by chewier british barleywines  a superb sipping imperial stout,0.6578422729795497,0.8793
6124,Caffè Americano,poured a black body with onefinger head khaki head with minor lace mild espresso aroma of roasted coffee with some hints of lactic quality smooth thick heavy easy to drink wellhidden abv slightly cocoa sweet and roasted and slightly sticky coffee taste and so easy to drink wellbalanced beer that is a musttry,0.6578374796348503,0.8542
5199,Ten FIDY - Bourbon Barrel Aged,look dark brown to black with just the slightest head smell cocoa and bourbon taste fantastic rich balance of bourbon vanilla coffee cocoa feel smooth overall classic bourbon aged imperial stout,0.6578305020917692,0.836
4655,Adam From The Wood,pours black zero head not even any bubbles looks flat aroma is cognac brandy port tons of spirit notes charred oak bourbon notes a scotch like peat character taste is interesting huge scotch peaty notes port wine charred wood decent amount of dark fruits moderately sweet great flavor profile but the absolute lack of carbonation bothers me due to the lack of carbonation mouthfeel comes off thin this ones tough for me because i really dig the aromas and flavors but the mouthfeel and flat nature really hurt it overall  3254254252254,0.657765332529295,-0.7743
710,KBS,from a bottle produced 111220 pours black with a half inch of dark brown head smells of vanilla and roasted malt thick feel tastes of coffee bourbon and chocolate with some lingering bitterness excellent,0.657743195665569,0.25
5868,Omega Point,look medium brown leaving the bottle dark brown in my favorite 155 oz brandy snifter bubbles on the top that quickly disappear to a nonhead then to a halo that is less than dress shoe lacing thin dense legging with no lacing smell boomboomboom chocolate molasses dark malts bourbon and some wood the aromatic dimensions are not complex but they are very heavy taste smell describes the taste big barrel up front bold dark sweet grains light hops fruitiness equals low bittersweetness nicely balanced taste and intense bourbon barrel fruit and sweetdark malts feel thinner than i expected  overall  big shmells big flavas noice,0.657723151281683,0.8779
868,JJJuliusss!,canned 040121 this pours cloudy sandorange color with a huge foamy offwhite colored head that faded very slowly and left excellent foamy lacing coating the sides just as impressive as the regular julius so far  the aroma is amazing i can smell the dank juicy hops from a foot away from the glass i was watching the head go down with the glass on the table away from me and able to smell pineapple mango tangerine peach grapefruit tropical fruit wet hops fresh sticky weed faint piney notes biscuit apricot razzles candy clementine and herbs its super fresh smelling and similar to ripping open and orange in the citrus burst that hit by nose as i went in for each sip  im happy this tastes as good as it smells with the same lineup in the flavor pineapple mango tangerine peach grapefruit tropical fruit wet hops fresh sticky weed faint piney notes biscuit apricot razzles candy clementine and herbs it gets better as it also unleashed honeydew melon faint caramel lime graham cracker tea leaf andor coriander some bready notes and real mild spices as it starts to fade off dry and clean bitterness level was low which helped make it so smooth as it hid the abv that it was like a super charged wet hopped beer that drank like a session ipa ridiculously easy to drink this lived up to the hype as well,0.6577225856805646,0.9903
6067,Black & Wild,pours dark brown with reddish hue and one finger head aroma is cherries blackberries some chocolate vinegar and oak taste is an explosion of dark berries and cherry skins tastes super tart and acidic like cherry and blackberry skins chocolate isnt prominent but adds complexity i get hints of citrus and vanilla as it warms mouth feel is medium to full tart berries dominate here the oak provides character and and dry finish unique and complex beer,0.6577012593873042,0.5602
6023,Black Tuesday - Rum Barrel-Aged,a  pours a pitch black color with a thick toffee colored lacing ring  s  rum chocolate dark fruit and a touch of vanilla  t  lots of rum flavor and noticeable warming on the way down and somewhat medicinal vanilla rum oak licorice raisons  m  velvety sticky thick and full bodied  o  the overpowering rum dominates and masks the other flavor in the beer,0.6576408911943697,0.2023
5472,Coconut B-Bomb,2017 version  a very dark brown with little head s coconut bourbon sweet caramel vanilla brown sugar charred oak t coconut balanced bourbon milk chocolate charred oak light vanilla dark chocolate licorice cherry cola m thicker mouthfeel o this has held up very well no oxidation super balanced better than the base and right with the coffee cinnamon variant,0.6575837063347737,0.3957
1671,Society & Solitude #4,on tap at arts and craft beer parlor nyc the color is redolent of freshly squeezed orange juice turbid in appearance with a layer of chill haze no significant head rather minimal scattered bubbles on the surface yet there is lots of lacing throughout intense hops driven aroma that highlights a varied bouquet of fruit and pungent herbal hops in the 1st phase there are notes of oranges grapefruit pear and papaya a light cracker malt aroma throughout in the 2nd phase herbaceous and dank notes of pine resin and grass the taste opens with a soft graham cracker malt sweetness accompanied by juicy notes of alcohol laced tropical citrus and orchard fruit fruity and delicious flavors of grapefruit orange papaya mango peach and pear throughout in the middle palate a developing bitterness adds balance along with notes of grass pine resin and herbal dank furthermore although juicy the palate has dryness throughout the drink the bitterness increases as does the alcohol spice to its credit without booziness medium to full bodied gently carbonated and with a smooth mouthfeel due perhaps to the addition of wheat and oats the finish is dry and resiny with a lingering bitterness this is one of those beers in which the taste lingers in both the mouth and in the memory i really hope to have it again sometime because it was wonderful,0.6575730672441358,0.9001
5315,Bourbon Barrel Oro Negro,127 oz 2019 bottling served in a snifter  appearance completely black thin tan head with some persistent small strands and islands of lacing  smell rich and sweet  chocolate bourbon vanilla just a hint of walnut  taste chocolate vanilla a bit fudgy definite spiciness of cinnamon and chile powder with bourbon mixed over it all finish is chocolate light bittersweet chocolate with definite hits of the spices at the finish a very rich and delightful beer  mouthfeel perfectly smooth and creamy very light carbonation strongly warming at the finish due to the spices and bourbon more due to the spices in my opinion  overall  drinkability wow  this is quite an amazing slow sipping beer dangerously drinkable with sharp spice warming hits with each sip i definitely need to pick this up again and pair it with a dessert,0.6575568105031221,0.987
6056,Black & Wild,8oz pour on draft at the brewery tasting room looks dark maroon to dark brown with tan swirls smells of sharp acidity bourbon soaked cherries with a little drizzle of chocolate taste is very light bourbon rich acidity sour cherries and chocolate maltiness feel is full and somewhat more carbonated than expected but nothing to complain about overall the intense sourness is balanced quite well by the maltiness and chocolate flavors such a unique beer very glad to have finally tried this,0.6575493875097846,0.9198
4030,Double Nelson,immense thank you to jrc1093 for this one ive always wanted to try this little kiwi bastard  12oz can  dated 100620  poured into an ale stem at 40f  pours a fully hazed but just shy of milky peach flesh yellow topped with a large finger of offwhite foamy head with good retention leaving a tall collar of lacing as it recedes no visible effervescence through the haze  nose instantly recognisable as a nelson single hop ipa green grassy herbal notes of cut grass unripe horned melon rind lime leaf white grape passionfruit feijoa lychee leafy vegetal wild herbs unripe pineapple unripe mango orange zest and a peppery twinge  palate as expected this greets the palate with the same nelson intensity as on the nose horned melon acidic pineapple white grape unripe mango passionfruit lychee kumquat and unripe melon rind shifting into some greener notes of lime leaf lime zest fresh cut grass and a vegetal planty root note  green and slightly earthy this shifts into oily resinous leafy territory before taking on a very distinct lime zest note the beer finishes with this lingering lime zest complete with a firm pithy bitterness and showing some pale flakey malt underneath  mouthfeelbody for the higher abv this drinks wonderfully all the 8 flavor saturation but remains crisp fluid and drinkable it still has that soft fluffy new england texture but its never sticky sappy or heavy effervescence is moderate but very fine lending a nice fuzziness theres that signature racey hill minerality to it which compliments a wonderful touch of hop acidity  overall a truly fantastic display of nelson  so onpoint it almost serves as a nelson caricature in the best possible way densely saturated green leafy and vegetal with all the uniqueness inherent to nelson the base beer is so classically hill farmstead which only serves to elevate the experience with an impressive display of quality and craftsmanship balanced polished and refined shining everywhere you could want a hill ipa to shine,0.6575220719174397,0.9902
4224,La Fosse,lots of apricot with a moderate funk to the aroma sweet apricots mix with funky and musty sourness in the taste a little sharp in the finish excellent overall,0.6574399838993945,0.743
4445,Hold On To Sunshine,16oz can into a brooklyn brewery snifter shared with schen9303  nose is chocolate cream lactose and cold brew coffee some cocoa powder and peanut butter ashiness in the back nice actually more subtle than i thought it would be beer opens chocolate mocha and lactose super creamy peanut butter shows up in the middle complemented by coffee and a very light roasty tartness finishes more roasted malt chocolate and fudge with a lactose milk and vanilla finish body is medium with low carbonation slick and soft on the palate and goes down silky smooth and rich sticky lingering aftertaste shockingly drinkable  this ones quite nice peanut butter could be a touch more pronounced but this is the prototypical tree house milk stout,0.6573974436834371,0.7812
3694,Congress Street IPA,l hazy orange with frothy white head s sweet papaya jamaican pineapple t tropical bomb f slick and refreshing perfect carbonation the only bitterness is a deep mineral bitterness  one of my favorite ipas the drinkability of a witbeer with the flavor of a dipa amazing,0.6573972386167992,0.836
3482,Kaggen! Stormaktsporter,poured a deep dark color with a coffee creme brown head nose is coffeebourbon oak chocolate roasted malts taste is everything in the nose with hints of dark fruits molasses and some balancing hop bitterness hints of soy sauce as well the aftertaste is full and round creamy even the best i ever had in a stout mouthfeel is thick creamy and smooth overall even better than the regular the best out there,0.6573136550870764,0.9081
3066,Parabajava,extraordinarily rich and flavorful stout smell and taste of stewed sweetened dark berries intense dark chocolate subtle licorice and dark coffee bourbon whiskey background that is more pronounced as it warms  boozy excellent head and lacing atop a rich dark brown glad to have found it on tap,0.6572562947306263,0.9517
4790,Leche Borracho,500 ml bottle poured into snifter  near black with a thin mocha head  nose bourbon rich dark chocolate undertones of cinnamon tequila is subtle and provides an added layer of depth without overtly smelling like tequila very complex and really pops  taste follows the nose bourbon rice milk chocolate brownie batter cinnamon hints of tequila on the finish tons of layers and depth only knock is that it is pretty sweet  feel fullbodied appropriately low carbonation smooth,0.6572445469448402,0.7643
4667,Adam From The Wood,glad to tick this beer off my list  little to no carbonation nice nose of sticky pudding dates and some alcohol tastes delicious sweet caramel finish the lack of any carb lends to a fairly thin mouthfeel but was still silky smooth,0.6572076208966379,0.3763
3670,Everett Porter,bottled 22416 drank 51316  golgi apparatus  brownblack appearance  big noisy tan head nice lace  roasted coffee bean fresh flowers  milk chocolate notes in the nose unique  medium mouthfeel  roasted coffee bean  cream flavors up front milk chocolate notes on the finish fresh flower notes emerged as this warmed  the floral touches added unexpected depth to an already strong porter great,0.6571510228500803,0.9379
3409,Hommage,look  the cork popped nicely on this pours a dirty raspberry color with a nice thick pinkish red head and lots of lacing  smell  sour cherries raspberries grassy funk oak and a hint of sweetness  taste  sour cherries seem to dominate the taste i didnt taste any of the sweetness i detected from the nose also a slight hint of vinegar  feel  a bit too tart for my liking with a lingering sour aftertaste nicely carbonated  overall  i think it is a bit too tart to be super drinkable for my palette,0.6570325965682267,0.9531
4931,Affogato,750ml bottle  pours opaque oily black with barely a trace of brown head  espresso chocolate vanilla and fudge in the nose full bodied with an viscous chewy mouthfeel sweet rich chocolate cake batter on the palate with warming booze vanilla and coffee finishes intensely rich with boozy chocolate and coffee,0.6569627009579466,0.902
2466,Sunday Brunch,thanks to stephanie kane  imperial milk stout brewed with rook coffee maple and cinnamon  a beautiful cascading effect with a dark tan head that is creamy and dense standing a true two inches the exiting pour was coffee colored thick and viscose as it slurps from the bottle strong lasting coverage lots of microbubbly activity  s burnt molasses and chocolate dark sweet fruit plums sugary figs outlines sweet caramel and milky vanilla highlights the maple syrup is rich and sweet as well with evident hints of cinnamon spicing sweet initially rich chocolate and marshmallow with cocoa things progressively move towards a smooth roastiness of cold coffee caramel and milky vanilla highlights  t sweet dark fruit particularly figs and plums with a smooth campfire minerality for flavor the maple syrup plays a strong and sweet role in the profile silty coffee and caramel with some molasses are strong supporters silty coffee texture and covering with sweet caramel and roastiness teasing the tongue and inner cheeks sweet roasty sweetness of chocolate and coffee with vanilla and maple syrup highlights really define the flavor profile  m silty smooth texture on the mouthful with a equally smooth silty mouthful contribute and are equally as impressive  o the syrup backing brings sweetness and depth while the cinnamon spicing has a nice finishing and complimentary touch outstanding flavor and texture everything blends so beautifully together its almost unreal sweet milkyvanilla with maple syrup and a silty texture leads to an outstanding drinkability that is exceptionally smooth and extraordinary,0.6568843668874769,0.998
2111,Beer Geek Vanilla Shake - Bourbon Barrel-Aged,330ml bottle dark black liquid with some reddish glints small beige head  nose is crazy vanilla caramel chocolate coffee small bourbon hints  as intense in nose vanilla is all over place in taste but in a good way roasted malt coffee medium to high sweetness very dark chocolate bitterness we can taste some bourbon and woody notes as well it feels like having a vanilla malty ice cream in a glass  its creamy almost full body long neverending aftertaste a nice warmth in the throat that remember us its 13  very very good well balanced brew,0.6568630622605166,0.9786
2879,Pirate Bomb!,pours a silky ink black with almost no head aroma hits hard with the chili pepper spice some coffee grounds and a vague vanilla oak the palate is very muscular upfront with burnt coffee  seared pepper it is a little overwhelming  once you power through that initial onslaught there is some cinnamon coconut husk rum booziness to add layers ultimately it is a beer with a lot of depth but those top notes are just a tad bullying especially the chili pepper thicky and fudgy mouthfeel,0.656810331522989,-0.7187
