,product_name,product_review,Cosine_review_W2V,Sentiment
6039,Fyodor,pitch black to dark brown with a slight hint of ruby when held to the light topped with a half finger of rusty dark brown beige head  it smells of umami so he sauce toasted notes chocolate and hints of wine and oak barrels i also get a black liquorice on the nose and some allspice the taste is of chocolate coffee coco dust a hint of scotch and bourbon oak i got black liquorice again and some of the spice comes through and soy sauce slightly sweet very little char  the thick and oily body is lightened with hints of barrel and oak its really smooth and certainly covers the abv  i got this in redding california june 10 2019 and im drinking it here at home this was batch 01 from 2018,0.6103808953446177,0.6565
2545,Beyond Good And Evil,bottle courtesy of acurtis october 2019 roughly 10 months old l black with dark mocha head s vanilla chocolate bourbon t chocolate oak vanilla maple caramelized sugar pancakes f fairly thick bourbonboozy burn overall solid bba stout fair amount of heat,0.6102604079163773,0.8442
995,Chemtrailmix,had on tap at dark lord day 18  pours thick black with a halo of brown bubbles nose is dark chocolate cinnamon and spice taste is very sweet at first and then balanced out by the spice and of the rye barrel working very well with the cinnamon and pepper feel is smooth with a very nice mouthcoat that keeps the flavors lingering great beer the rye barrel with the spices really worked well for this,0.6102525936152988,0.9355
3904,Bourbon Barrel Aged Dark Star: Coffee Edition,2018 release received from woemad in a bif box poured into a pub glass it pours a dark walnut with cola hues at the bottom of the glass the creamy medium mochacolored head faded slowly leaving a thin film of lacing inside the glass its highly aromatic with roasted malt oatmeal bourbon freshlybrewed coffee caramel nuts cocoa tobacco and earthy char the taste opens with notes of both fresh and burnt coffee oats bakers chocolate burnt nuts leather and char as the glass breathes and warms im noticing more caramel sweetness and just a hint of black cherry on the tip of the tongue the bourbon is clearly evident but it doesnt overpower the other flavors which are nicely balanced and nuanced despite the burnt notes there is surprisingly little bitterness at the finish this stout has a thick creamy mouth feel with lowmoderate carbonation there is no escaping the 136 abv which is more than just warming sip this one slowly savor it because it is one of the best oatmeal stouts youll encounter thanks woemad for the chance to drink this exquisite stout,0.6102413436679516,0.9753
5404,Thicket,batch 2  375ml bottle  poured into a zin stem at 45f  pours a deep blackberry purple  foggy anf crimson when held to the light with a lasting sudsy pinkish collar the occasional rising bubble can be seen not as saturated but quite similar to a merlot in appearance  nose really wonderful blackberry presence here that classic instantly recognisable side project grist and culture character forms a simple foundation with some toasty grain bright acidity and white oak with subtle threads of hay wheat dusty leather stone petrichor wet leaves and lemon the fruit is fresh vibrant and seedy with an underlying jammy element reserved but elegant  palate thicket greets the palate with a sharp zing of acidity with a ton of lactodriven lemon juice pucker and a bit of acetic bite following like many fruited side project wilds theres an underlying sweetness that seems like its from both the malt as well as some fructose the sweetness tuns parallel to but beneath the sourness taming it a bit the blackberry character is unmistakable buy leans towards the dry seedy unripe tart end of the spectrum rather than juicy or saturated the acidity is aggressive and thankfully burns fast and bright settling down quickly and revealing some grains and a bit of oak some ripe berry pokes through along with some winesoaked oak finishing quick clean and dry  mouthfeelbody thicket is mediumlight in body wispy fluid and crisp puckering acidity up front causes some mouthwatering effervescence is fine lively amd sparkly the finish is dry with some very subtle oak tannins  overall this is one of those wild ales that could have been stellar if it wasnt so acidic the reviews are polarising  some saying its jammy others that its crazy sour as it warms some ripe berry sweetness does begin to emerge which helps a lot and it does become enjoyable but the aggressive acidity holds it back and stifles the complexity its certainly fruitforward and very much side project but it isnt the most balanced or complex offering this one is good but not amazing,0.6102307628552852,0.997
1863,Sip Of Sunshine,dark gold appearance clear not hazy smell of citrus lemon pine taste the same with bitterness gets a lot of hype but not my favorite dipa prefer the hazy neipas,0.6101714446394566,-0.5057
5537,Birth Of Tragedy,16 batch i think  this one pours a dark silky looking black with a small head and just a little bit of lacing  smells just absurd honey bourbon maple sugar oak vanilla fruity coffee dark chocolate etc  this is one of the luxurious beers ive ever had theres just a ton going on here and everything is in perfect balance and harmony which is impressive the coffee used here is not bitter in the slightest with fruity and chocolatey overtones like chocolatecovered cherries i also get bourbon honey and maple the bourbon is sweet and doesnt really add any heat to this at all theres creamy vanilla a hint of earthy tobacco and light cinnamon this is absurdly tasty  the mouthfeel on this is so killer so creamy and balanced like drinking silk the carbonation level is lower  this is probably the best barrel aged porter out there its nearly perfect,0.6101377235616883,0.9598
3880,Montmorency Vs Balaton,look  a dark ruby red color with a surprising amount of sediment nice head and good lacing  smell  has a very nice raspberry scent its not overly sour i dislike too much sourness in wild ales  taste  raspberry flavor with just a touch of sour its a really great lambic  feel  its a perfectly carbonated lambic that goes down real easy maybe just a bit dry  overall  definitely one of the better lambics ive had my favorite is still the lindemans as i really like the sweetness in that one but this is very nice,0.610121043139836,0.9681
3063,Cable Car Kriek,poured from bottle into tulip at toronado san diego  appearance pours a bright hazy redorangeish color with about a fingers width of a light pink head that dissipates there after leaving by some thin lacing along the glass  smell aroma is loaded with tons of fresh ripesour cherries with some faint citrus and a very mild vanilla tinge  taste powerful dose of fresh ripe sour cherries illicit a mild sweetness as well initially the sourness is right from the start and grows in intensity as the beer warms followed very briefly by a ripe sweet cherry flavor that finishes right back to a dry mellow sour cherry tartness with some oak  mouthfeel medium bodied with mediumhigh carbonation that sips perfectly  overall another fantastic sour kriek by the lost abbey this was a great move to go to the kriek style for 2011 could not have asked for any better one of the best krieks i have had and if you are ever at toronado sd i suggest you grab one before this rarity disappears for ever,0.6101067766809013,0.9872
4072,KBS - Maple Mackinac Fudge,poured into a red wine glass  l 45 oilish black with a creamy tan head s 5 maple and chocolate forward beyond that some roasty notes and vanilla t 5 very complex sweet maply fudge deep malt characteristics caramel hint of that bourbon and roasted coffee in the aftertaste f 475 super thick bodied very welcoming o 475 i had high expectations and they were met definitely a once in a blue moon if not rarer purchase at its pricepoint but worth every penny,0.6100491824029745,0.8716
5339,Imperial German Chocolate Cupcake Stout,appearance  the beer poured a big black inky black color with a deep mocha head  smell  the beer has a tremendous boozy chocolate nose far from hot the alcohol lets you know its there  taste  my first thought was alcoholic milk chocolate as things progressed vanilla and coconut were noticeable the coconut paired well with the coconut keeping a sense of balance the chocolate is lightly warming in the aftertaste  mouthfeel  little bubbles in the carbonation made the beer silky smooth there was tremendous body with this beer  overall  it is not my favorite ac but it is still very tasty,0.610048235408636,0.0284
2735,Blåbær Lambik,a 375ml bottle at himmergiet of the 2015 vintage poured into a mini wine glass  appearance it poured a slightly hazy ruby red dark purple colour with a one finger pinkish purple head that had good retention and sparse lacing  aroma blueberry tart funk some acidity and lemon  taste blueberry sour tart and light funk  mouthfeel light bodied with moderate to high carbonation  overall wow this was just special one of the best cantillon offerings ive tried along with the lou pepe framboise its just too bad i missed the 2016 release in copenhagen by two days as i would have loved to open another bottle,0.6100413647777128,0.9153
4756,Last Snow,poured from bottle into tulip good 2 finger dark tan head good retention and lacing jet black on the glass no light gets thru smells of roasted malt roasted coffee and coconut on the nose taste follows nose coconut is the king though from the first sip to the finish it is all about the coconut not too sweet and no roast bitterness to speak of easy drinking beer,0.6100349427805375,0.6222
4225,La Fosse,the beer is an orange juice gold color smallish white head very cloudy head dissipates quickly the aroma is big on apricots pretty good lacto note not much funk quite a nice juicy fruit aroma the taste is very sour you get some nice fruit but the acidity is just too aggressive for me there seems to be a nice beer hidden underneath that monster sour kick and its a real shame that you cant really taste it well some oak  a bit of a buttery white wine flavor  and apricots come through but both are well in the background mostly lacto sourness mostly just tastes like neutral acidity big pucker lots of back of the throat sour phlegmy feeling in the finish fairly light body as i wrote before theres a good beer in there but its so sour that you lose complexity and depth of flavor,0.6099943153958373,0.9106
5945,Peche 'n Brett,l  pours an eversoslightly hazy straw body with practically no head produced with even a well aerated pour looks like cider s  peach jasmine green apple jolly rancher watermelon bretty sourness dryer sheets aromas dont pop out of the glass but are very nuanced and pleasant t  the peach really shines here and offsets the moderate definitely not overbearing tartness that is present also getting raspberry oaky tannins musky perfume floral quince sour apple f  medium mouthfeel medium carb nice and lively an excellent warm weather beer no bitterness and the 10 abv is absolutely undetectable someone could tell me this is 5  hell even 35  and id believe them o  one of the best wild saisons ive had to date the peach addition really brings everything together nicely wish it werent 20750ml but its worth it for special occasions  91100,0.6099824121682491,0.9922
6005,Black Tuesday - Rum Barrel-Aged,2014 vintage  appearance very dark brown with mediumsized dark beige head which dissipated fairly quickly noticeable legs on this one a nice looking bt variant the head stuck around which is notable for a beer 189  smell rum and brown sugar aromas are the prominent aromas followed by some raisin aromas i also pick up faint alcohol aromas which is very nice in light of the high abv  taste the rum and brown sugar notes from the nose carry over to the taste along with the raisin notes i also pick up some moderate vanilla and coffeeroast malts notes this particular variant is sweet like other black tuesday bt variants ive had but it dries out quicker than the regular bourbon balaged variant the beer dries out nicely with a touch of rum sweetness in the finish i sat on this for 6 years but how little alcohol presence this beer has for its listed 189 is amazing  mouthfeel on the heavy side of medium bodied with a modest level of carbonation appropriate for the style very restrained alcohol presence for the listed abv  overall a very nice bt variant the complex tasty palate of regular bt with rum balaging rather than bourbon balaging the subdued alcohol presence is deceptive to the point of being dangerous if someone doesnt respect the 189 abv one can only hope this is rebrewed,0.6099703003098146,0.967
2788,Cutting Tiles - Mosaic,a 1 pint can with strangely no visible canned on date looks like it got cut off the side of the can can was also quite severely deformed on the top my fault which made it extremely hard to open although i somehow managed it in the end doesnt appear to have affected the beer with no leaks poured into a lost abbey teku glass  appearance a hazy dark orange colour with a half finger white head that dissipated quickly and left only sparse lacing  aroma orange mango and pineapple with a hint of grass caramel malt and booze  taste grapefruit and citrus rind light bitterness with some pineapple honey and malt sweetness  mouthfeel medium bodied with moderate carbonation  overall this was nice but sweeter and maltier than expected and just didnt feel as balanced as the galaxy version,0.6099554250467112,-0.6534
5484,Expedition Stout - Bourbon Barrel-Aged,appearance  the beer poured an inky black with dark brown foam clinging to the sides of the glass  small  the nose radiated sweet malts and booze there was no hint of bitterness  taste  my first thought was that i had a chocolate malt from a mom  pop ice cream shop chocolate malt started then the booze finished there were even notes of dark chocolate the finish came in the form of sweet malty bourbon  mouthfeel  the beer was full bodied with little carbonation and the stickiness that aligned with sweet profile  overall  i was caught off guard by how much i like this one,0.6099450365202632,0.765
2841,Samuel Adams Utopias,2019 vintage  here we are ba my personal whale sam adams utopias me and my buddy pru managed to find a bottle about 2 hours from home because we just couldnt wait for this years release this is also beer 800 for me im very excited to break into this so im gonna stop wasting time and open it up  obviously this is not a beautiful pour for beer but the presentation of the bottle alone is worth a 5 pours clear dark amber with no head but nice legs  its very evident that this was brewed with maple syrup as the nose is a mapley booze bomb im picking up on aromas of spicy bourbon sticky maple cinnamon sweet vanilla rum raisin smooth oak dark cherry cocoa powder brown sugar and a touch of honey  this is super sweet in taste somewhere in between a barleywine and a bourbon or cognac on the front end of the sip im tasting strong maple syrup molasses brown sugar cinnamon dried plum and burnt sugar the swallow has a pretty decent burn and brings notes of sweet maple syrup black cherry spicy bourbon buttery oak brown sugar creamy vanilla dried plum sherry fig and a touch of cocoa  a medium full body with almost no carbonation just an alcoholic tingle resulting in a rich beer finishes somewhat dry but quite sweet  this is not necessarily an amazing beer and not even necessarily a beer however its really a once in a lifetime experience and i am thoroughly enjoying it to good beer and better freiends,0.6099211808782382,0.9922
740,Duck Duck Gooze,2013  a straw yelloworange s tart and a bit of funk t very tart tons of lemon maybe a bit of stone fruit f a bit more syrupy than the fou i was also tasting o very good wild ale,0.6099105355174793,0.4927
2637,Last Buffalo In The Park,2017 version poured into a snifter medium brown color with a small tan head smooth bourbon chocolate oak and sweet coconut on the nose taste followed all the flavors melded well and the coconut shined without overshadowing the other notes deserving of its reputation,0.6098750658965472,0.6249
6210,Second Fiddle,i see that all of the other reviews ate from 6 years ago it apparently has not been brewed for a while so it is possible that this brew is significantly different from the earlier one  pours a hazy straw color with a large foamy head that ends as copious lacing  smells of dank piney hops initial tastes are dominated by dank hops as my glass warmed light tastes of citrus mango and pineapple came out mildly bitter hop finish  the body is surprisingly light for a dipa light carbonation light clean mouthfeel  very enjoyable more on the west coast side of the spectrum than most neipas i have tried,0.6098349986461402,0.7501
2490,Sunday Brunch,pours a rich chocolate black color that is impervious to light 2 inch tan head quickly fades to a light brown ring around the glass cinnamon dominates the nose followed swiftly by maple and coffee cinnamon and maple also dominate upon first sip coffee moves in afterward and smoothes out the finish this is definitely a fullbodied beer carbonation is minimal and perfect overall a delicious and flavorful beer none of the flavors overwhelmed or dominate they are perfectly mingled together  101217 bomber from brewery 5 rating 2017 vintage   102519 2018 vs 2019 vertical 2019 coffee dominates the nose and taste has a bitterness from the coffee 2018 coffee has completely faded all i taste is maple syrup and cinnamon tastes a lot sweeter than the new beer  ,0.6098200787339146,0.9517
877,Parabola,there is depth to this thats pretty incredible  i can smell licorice bittersweet chocolate and musty whiskey barrel  the taste is sweet with chocolate cherry wood and liquor  it has a medium mouthfeel with a small amount of bubbly carbonation  the finish starts complex with the licorice chocolate and cherry then fades to a long dry bittersweetness  wow what a beer  its the most complex stout ive had but the flavors are never muddled always clear  i give it a 59 out of 6,0.6098070170523273,0.4143
2782,Cutting Tiles - Mosaic,medium gold beer with a light haze and a few fingers of ivory white foam 32118 canning one can produced a lot of chunky sediment while the other did not despite being from the same batch go figure  anyway fantastic brew  right up my alley a dipa coming in at 85 abv featuring the mighty mosaic hop and raw wildflower honey soft and smooth and fruity with honey imparting a richly flavored sweetness to the floral tropical and orchard fruit impressions bitterness is very mild in the typical neipa style although this was not a fruit smoothie sort of ipa as it did have a very subtle hint of dank resin buried under the soft ripe fruits and honey really dug it,0.6098058087404165,0.836
2100,Beer Geek Vanilla Shake - Bourbon Barrel-Aged,extraordinary on draft earlier this year and now months later by crowler huge rich vanilla sweet but also characteristically bitter with equally huge coffee and bourbon dense decadent velvety body beer geek on steroids ,0.6097891814348722,-0.0772
5777,Emerald Grouper,this one pours a slightly lighter than honey golden with a fluffy white head it smells like sweet citrus with hints of tropical fruit and pine underneath it the taste has a nice citrus forward start that smooths out into a mango pineapple flavor with a satisfying piney finish the finish is much less bitter than i typically like but its very well done its very sweet without being overbearing its surprisingly refreshing for a double ipa and is a very easy one to drink this one is something that would satisfy your serious craft beer palate but also be something drinkable to someone just getting into the sport,0.6097469649281998,0.9745
4245,Saison Bernice,as a new englander who has been to vermont several timesi cant help but make the comparison which i feel is apt to hill farmsteads lovely array of farmhouse ales  simultaneously simple yet complex  bernice comes through across all four sensory components with high marks she pours slightly cloudy yellow liquid that sits beneath a cap of white foam light but lively effervescence brings the beer to life  aroma is citrus hay and light funk balanced harmony with each playing to the others strengths restrained but remarkable taste is citrus  apricot lemon and grapes  followed by a tart and funky kiss fruity and earthy yeastnotes throughout  tart refreshing appropriately acidic and lightly funky delicious,0.6097386841441483,0.9851
1662,Black Tuesday,2016 release consumed 5118 amazing express of the style drinks soft and smooth for 20 abv more like an old ale look but drinks like a stout heavy booze and chocolate,0.6097362526131442,0.8223
3830,Speedway Stout - Vietnamese Coffee,stout brewed with four different coffee styles extremely well balanced with coffee finish and extensive aftertaste color is pure and taste is fantastic had on tap at other half as well solid coffee taste and good stout,0.6097291891296357,0.9184
2718,Blåbær Lambik,i have to admit this lambik was difficult to attain and i had to pay however it was truly delicious it was among the best lambics if not the best lambic that ive ever had i also love blueberry which certainly made this the perfect lambic for me it is unique and different yet similar to the best lambics with its rich and tart flavors  look dark purple with a pinkish finger thick head  aroma blueberry lemon oak  taste the flavor is tart blueberry blueberry skin citrus oak some yeastvery refreshing delicious and different  bodyoverall light to medium body,0.6096985745834648,0.982
5864,Omega Point,poured from a bomber  l  poured a dark brown with a slight white head s  lots of bourbon t just like the smell lots of bourbon f nice mouthfeel with light carbonation o over the top bourbon that seems to mellow as it warms i really enjoyed this beer,0.6096282110498514,0.9299
5071,Temptation,yellow pour  great mouthfeel and amazing smell  lemons citrus phenomenal saison feel to this beer reminds me a bit of a dry chardonnay wine one of the best,0.6096145377783689,0.9201
2433,§ucaba,ucaba 2019 batch no 008  poured into a teku glass from a 12oz bottle  drank on 051820  looked a brownamber and it was pretty clear when put up against the light pretty predictable look for a barleywine style had a brown colored halffinger thick head but had little to no retention to it but considering the age and abv it was pretty understandable  the aroma was very barrel forward you can definitely get a big hit of bourbon ethanol and oaky notes upfront there were soft notes of leather dark fruits burnt caramel vanilla and toffee in the middle and backend but the beer was so barrel forward that these aromas were a bit subdued maybe some age will mellow out the bourbon and alcohol aromas and let the other notes shine  in terms of the flavor profiles i felt like the taste followed the nose for the most part delicious and complex i also found that this beer struck a nice balance between the sweetcaramel notes of the malt and the boozyearthiness of the bourbon oak barrel you get the bourbon and the oakiness upfront which eventually just dissipates to a bourbon flavor and dark cherries in the middle towards the end i got a bit of the burnt caramel toffee and vanilla characters which left a combination of a sweet and bitter aftertaste though the bitterness wasnt strong at all  this beer was medium to full bodied with light carbonation again this had a sweet and bitter aftertaste which lingered for a while but the flavors werent super bold or strong  i felt like this was a very sold representation of a barrelaged english barleywine style big malty characters of caramel and toffee but the flavors were balanced with the booziness and earthiness of the bourbon and oak very solid and will review again after a year,0.6095301245767228,0.954
2700,Notorious Triple IPA,taster and shotski at brewery for a big triple ipa its pretty smooth almost seems harmless goes down very easy hoppy but not much evidence of the high abv light golden mild haze small fluffy head heres a beer you could drink untilyou realized what you were drinking tasty,0.6095219304085367,0.551
3953,Abt 12,254 oz bottle poured into a chalice boasts an opaque dark orangetinged brown body glowing a clear bubbly amber when backlit and floats a cream colored 1 pillowy head of tiny bubbles that persists leaving sheets of webbed lacing  a bready aroma greets you with hints of stone fruit and booze  flavors of brown bread raisins dates and spices explode on the palate and finish cleanly  mouth feel is a lighter leaning medium with excellent carbonation  overall a clear standard bearer for the style,0.6095192907400949,0.8591
2995,Wide Awake It's Morning,black in color with no light penetration theres a fingernail of brown covering nearly all of the top light lacing the aroma is of coffee maple syrup and bacon fat im tasting maple syrup dark chocolate coffee and smoky bacon fat the dark chocolate and coffee really linger after the swallow the mouth is oily viscous and lightly sticky and chewy,0.6095144566191684,-0.1027
3883,Montmorency Vs Balaton,blend 3 nice cinnamon to the nose  slightly unexpected in a cherry beer rich and thicker than most cherry beers  none of the thin cough syrup that ive come to expect from cherry fruit beers and sours light barrel notes quite good really bucks expectations  i like this beer as much because of how it surprises me as how genuinely good it is,0.6094888312890843,0.9422
2289,Coffee Cinnamon B-Bomb,dark brown with a garnet hue thin head quickly settles into a tan crown with zero lacing strong coffee in the nose with some clear cinnamon behind the taste is all about the cinnamon though its not at insane levels but its definitely the first and last thing you taste with some coffee roasted malts licorice and bourbon flavors playing a supporting role relatively full bodied and creamy while maintaining a definite slickness fun to try and the coffee addition is very nice but i prefer the regular bbomb,0.6094456812652329,0.9739
1303,Headroom,817 pour at greenway  l strong haze on pale yellow side s little alcohol mixed with strong hop notes of pineapple and tropical fruit t nice firm bitterness and follows the smell over all a great ipa was happy to see on tap,0.6094319935779993,0.9552
2464,Black Gold,central waters black gold ba stout 2017 132 abv as listed by taproom pours black with no head nose is bourbon chocolate and licorice taste follows with moderate bitterness and quite boozy decent mouthfeel overall excellent ive been hunting this whale for three years and was a bit letdown it was decent but not as good as its reputation,0.6094005423320592,-0.4327
1786,Fourth Dementia - Bourbon Barrel-Aged,oil slick of burgundy copper and shiny yet muddy brown with a soft fizzy film that can be coaxed into reappearing and coating the glass with the legs of the booze before quickly receding again  i smell a crap ton of pretty potent mossy wood almost peaty this woodiness is unfortunately largely succeeding in tamping down other elements that shyly present themselves as toasted nuts raisin prune fig apple butter and bourbon  oh my god divine taste is nothing like the nose silky smooth really rich fig comes firstthis feels like a gift from the gods elements from the nose such as the overwhelming woodiness are subdued nicely with a little charred tobacco and leather coming in followed by decadent caramel luxurious dark cherries and brown sugar  despite the very high abv bb4d is soft round and goes down easily finishing faintly dry the booze is only barely there and very well integrated are my ears red yet,0.6093617831004423,0.9582
5346,Imperial German Chocolate Cupcake Stout,deep black body with a brown head huge lacing sticking to glass coconut forward on the nose with lots of chocolate caramel cake alike lots of sweetness in there chocolate all the way light bitterness roasted in the aftertaste mouth is lovely its like drinking a dessert sticky and smooth huge,0.6093242274287798,0.886
5233,Sosus,nice dark yellow color strong citrus notes and very hoppy a lot of sediment at the bottom definitely a bit weird to have that much but overall a very tasty double ipa,0.6093187187517478,0.5499
395,Assassin,13 vintage yellow wax  pours like sr71 b1 thick 5w30 motoroil viscosity upfront chocolate fudge with a hint of black licorice and bourbon mouthfeel coats the tongue and teeth after each sip 910 viscosity level absolutely amazing beer if it was drank fresh or properly cellared this was drank early may of 2019,0.6092973669669562,0.8357
847,Lou Pepe - Kriek,2012  l pours a beautiful deep cloudy red  s smells strongly of cherries red wine notes and oak  t it tastes like it smells delicious cherries mixed with red wine and oak  f medium carbonation full bodied very clean dry finish  o this beer is fantastic and one of the best ive ever had and it will only get better with age,0.6092881137551363,0.9816
1067,Doubleganger,16oz can poured into a snifter  a amber in color with a very opaque haze persistent white head retains at a couple fingers plenty of sticky lacing  s puréed mango apricot peach white grapefruit green grass clippings maybe even a hint of strawberry doughy almost nougaty malt base hint of toasted grain too  t follows the nose plenty of puréed mango and apricot up front peach and white grapefruit bloom shortly thereafter plenty of oily and green hop flavor too freshly cut grass hemp seed very slight brush of pine bark suggestion of sweet onion the earthy tones take a back seat to the fruit though bitterness is extremely mild doughy malt base with a slight hint of toast soft finish sees the mango and apricot return and slowly fade away  m mediumfull body round fluffy and slightly chewyweighty mildly gripping astringency and a very slight sense of hop burn though not enough to be a turn off carbonation prickles gently at the tip of the tongue  o this feels as though its been pushed to the brink theres some mild hop burn creeping in but overall im surprised at how tame it is given the purported hopping rates there isnt much at all in the way of bitterness and it mostly maintains its softness i have to say that i like doppelgänger better though as that beer feels sharper and more in focus in terms of the hop profile this one has a toe over the line and any further and i think wed start to get into unpleasant territory more isnt always better,0.6092459599309663,-0.3725
1119,Atrial Rubicite,poured from a mini bomber into a dogfish head tulip love the artwork  l clear deep redburgundy pour with 2 fingers of foamy fink head great retention and leaves a thick rim of sticky lacing looks like red wine with head  s tart and fruity raspberry summer fruit and funk  tf tart raspberry and fruit up front at least a mild pucker but not unpleasant funk and a hint of fruityberry sweetness that is quickly squashed with a dry sour prickle one you can feel in your salivary glands a bit light and crisp well carbonated a bit astringent  o outstanding fruity sour top of the heap and definitely one to grab if you have the opportunity wish i had a few more bottles,0.6092343927327685,0.9874
4632,Appervation,2020 vintage beer pours black with brown foam smells like chocolate coffee and bourbon the taste stays around quite long quite some roast and coffee present the body is just a little thin but overall a very nice beer,0.6091802357313588,0.7086
4998,King Sue - Double Dry-Hopped,bottled on 162021 poured into a snulip glass it pours a murky pretty pastel color with a thick fluffy milkwhite head and abundant thick lacing its a beautify appearance the strong aromatic nose features lemon orange grapefruit pineapple ripe melon and pine needles i love the original king sue but this blows it away the lemon is tart and the grapefruit rind bitter but those flavors are perfectly balanced by the sweetness of the pineapple and melon as it warms there is additional tropical sweetness on the back of the tongue and the resinous pine is more pronounced it finishes with a hint of pepper and astringency the mouth feel is thick and creamy with near perfect carbonation and its surprisingly quaffable for 78 abv i usually not a fan of the 500 ml bottle format but it works well here overall its wonderful to be able to purchase this gem locally and less than 3 weeks old,0.6091485383029381,0.9882
3958,Abt 12,pours a beautiful garnet with an ivory head that dissipates quickly it smells like dates and raisins with hints of carmel and brown sugar and just a slight hoppy floralness the taste is truly incredible with hints of carmel figs dates molasses and a very slight hop bitterness to compliment the perfect amount of sweetness in this beer it goes down incredibly smoothly and honestly it would be dangerous to not disclose the alcohol percentage to the drink overall truly world class,0.609147591411625,0.9622
4047,Double Nelson,12 oz can canned on 61019 drink by 72219 opened and reviewed on 61419 poured into a spiegelau glass  a golden color with light orange hues and a hazy frosted opaqueness creamy white foam settles in eventually with good cover and small islands of clumpy foam intricate lacing all over the place  the nelson sauvin hops from australia bring forth aromas of white grape juice tangerine pineapple dry summer grasses and grandmas spice rack the malt smells creamy with golden wheat and assorted grains overall a very deep nose  okwow the mouthfeel is outasight sooo lush so smooth and full feeling somehow achieving a light golden and crisp body with super smooth edges there is an incredible dry and snappy bite in the finish that just has me stunned luxurious  the complexity in the hop flavor is deep practically bottomless the unique earthy dried fruit and herbal nueances of this hop is on display in every imaginable way just when you think youve tasted every aspect another one rolls in earthywhole cone wet and dry hopped style flavors roll in and keep rolling i love 2xipas that focus on one hop strain so you get to know its total vibe dry pineapple white grapes black pepper herbs and spice mix and snappy citrus notes all sort of mingle and jangle around and on the palate team work  double nelson and the hill farmstead folks are setting the bar very very high,0.6091275181512682,0.91
90,Barrel-Aged Abraxas,2019 edition poured into a tulip glass via draft  color is a milk chocolate brown  smell is light cinnamon vanilla and bourbon  taste is a more muted cinnamon and chili pepper flavor than i was expecting which was a bit of a disappointment yet even with the toned down flavors this was still great as everything blended well some creamy vanilla was evident and the barrel presence was nice  carbonation was low  mouthfeel was exceptional and the best part as it was thick and creamy and just enough sweetness  i had high expectations for this beer and while it was very good i wanted a bit more spice from it,0.6091119240470987,0.9345
6079,Blanc De Blancs,blend 2  drank october 25th 2019 quite sour a bit funky slightly musty with very nice grape notes really excellent this reminds me quite a bit of jester king sours thank you buck89,0.6091031814177126,0.8476
1401,Supplication,look nice thick foamy head that dissipates rather quickly cloudy orangeamber 425 smell mellowsoft nose 35 taste hits dead center midpalate lightmedium bodied stained with sour cherries and oak notes smooth finish 4 feel wellbalanced yet subdued dry 375 overall its as if i am looking for something more here good but not great,0.6090928094997037,-0.6251
3844,Medianoche - Coconut,opened 32217  pours thick oily black body with little movement still body drinks thick but not overly heavy  no head or carbonation but it smells amazing coconut dominant but not so much that you cant pick up the other flavors bourbon and cocoa round out the taste  really easy to drink,0.6090603167254706,0.9156
5403,Thicket,blend no 2 2018 release consumed on 11421  pours a deep jetpurple body with an airy halffinger of extrapale mauve head retreating quickly to a few paperthin spotty islands of cap a sizeable bubbly collar and virtually no lacing beyond an occasional splotching isolated at various points around the glass  aroma shows fresh blackberry pits engaging with an increasingly rounded lactic funk sharpwning over time while simultaneously embracing jammy blackberry and a deepening sweetness as the beer warms old leather and wet stone peak over the middle into fresher oak and some grapelike tannins to close  taste ooens with suggestions of blackberry quijcly overtaken by lactic funk and a splintery oak profile hints of dried peppercorn pair with a sturdy tannic structure into a midpalate of barnyard funk and lemon zest while tones of blackberry pits lactic funk and a brief burst of red berries mark the finish  mouthfeel brings a mediumlight body with a fine moderatemild carbonation a huge acidity is sharp and biting over the midpalate acetic and puckering though crisp into back end a brief juiciness dries steadily with slight tannic textures on the finish  increasingly palatable as it warms an overwhelming acidity remains dominant relegating the blackberry to an underdeveloped background while largely glossing over the nuance of the funk this wild ale is clearly designed competently and shows sporadic sparks of genuine depth but a relentless imbalance ultimately takes away from the overall product,0.6090530000337122,0.7807
2795,The Peach,looks hazy orange with a white head lots of peach and oak in the flavor good balance of tart and sweet  loaded with peach one of the best sours ive had,0.6090271697520356,0.8779
6018,Black Tuesday - Rum Barrel-Aged,750ml bottle into a snifter 2014 vintage  beeradvocate review 850 working my way to 1000  thanks to yumbeer for sending this one over via trade   a pours an opaque black small tan head dissipates very quickly leaves essentially no lacing but some alcohol legs 425  s my god its decadent super sweet and super boozy both in a good way sugarysyrupy sweetness dark fruits subtle cocoa fairly strong rum notes from the barrel and some fusel alcohol 45  t again wow like the aroma implied its massively sweet with sugar cane dark fruits and chocolate as sweet as it is its not cloying balanced by booze and subtle roastiness rum characters are noticeable and add a very nice touch just flat out fantastic 475  md full bodied pretty thick surprisingly not syrupy and although the abv is noticeable its actually remarkable subdued considering it clocks in at 189 475  o fantastic beer i love regular black tuesday and i enjoy this rum ba variant even more 475,0.6089877386117445,0.9982
