Sr_No,Image_URL,Caption,Likes_in_1000,n_comments,Age,Labels,Anger,Joy,Surprise
79,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/95901982_254545468929166_4691512236750178762_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=YcJU19q2tzwAX8TLODi&edm=APU89FABAAAA&ccb=7-4&oh=062a16b575f76babfaa36d0a9ab4dc00&oe=615DCD15&_nc_sid=86f79a,"We keep moving.⁣
So when our time comes, we will be ready.⁣
#hometeam",36k,204,1 year ago,Shorts Plant Leg Wood Grass Happy Font People in nature Leisure Real estate,None,None,None
80,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/94567619_167240854590167_2365109420865602487_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=nuCxBuYIdGAAX-Ok7ar&edm=APU89FABAAAA&ccb=7-4&oh=3f4baff835c922cabf7cd955a03c2ee2&oe=615D7B3A&_nc_sid=86f79a,"While the world waits… let’s remember, now is the time to keep moving, to pull together, to share skills, positivity and hope. We are the #hometeam.⁣
⁣
We will get through this together, and when that time comes, we will be ready.⁣",47k,439,1 year ago,Shorts Sports uniform Player Jersey Gesture Sportswear Sports equipment Thigh Ball game T-shirt,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
81,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/92831735_231331721304362_5403999461197175917_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=EIxjiXWkFJAAX_-E-wZ&edm=APU89FABAAAA&ccb=7-4&oh=0c15b6295e348a50682ec51568484192&oe=615D93B8&_nc_sid=86f79a,"Wondering how you can turn an idea in your head into something others can understand? ✍️​⁣
​⁣
This weeks Creator U Class is led by adidas Running Creative Director Sam Handy (@SamHandy), who gives insider tips on how to do just that and more.​⁣
​⁣
👀 Set aside just 9 minutes of your day and take Sams class now via our link in bio or by visiting YouTube.com/adidas",30k,325,1 year ago,Forehead Hair Joint Head Chin Hand Eyebrow Arm Shoulder Muscle,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
82,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/94333824_326232018352444_1165828432845610430_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=0CcUHj_ukQgAX8Hj6zp&edm=APU89FABAAAA&ccb=7-4&oh=d717ccedeaa558cf74ea679087f573d1&oe=615D8005&_nc_sid=86f79a,"Watch as @juju officially welcomes @tuamaann_ to #teamadidas. ​⁣
​⁣
#hometeam",25k,226,1 year ago,Shirt Coat Product Sleeve Font T-shirt Music Formal wear Poster Brand,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
83,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/93351095_2623966484546850_3834576669650465273_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=aI06-x3eM5QAX8-nFfT&edm=APU89FABAAAA&ccb=7-4&oh=2ec6c87349b7f7617505ce1380edec34&oe=615DF782&_nc_sid=86f79a,"Looking for inside access to the creative minds from across the adidas collective? ​⁣
​⁣
Welcome to Creator U, a new YouTube series that will serve up inspo and insight for the #hometeam every Friday.​⁣
​⁣
First up, we have GM of YEEZY, Jon Wexler (@wex) sharing his take on collaborations, inspiration and his career. Hit our link in bio or head to youtube.com/adidas to watch the full episode.​⁣
​⁣
Class is now in session.",29k,259,1 year ago,Face Glasses Head Hairstyle Arm Facial expression Vision care Human body Dress shirt Sleeve,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
84,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/93343295_218728906231587_3728210599186545043_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=Ym4MjFZ1leUAX_hQNvy&edm=APU89FABAAAA&ccb=7-4&oh=7f5a6d6f8406abbbbf7787816e5e3f2b&oe=615D7B1C&_nc_sid=86f79a,"Today. Tomorrow. Together. ​⁣⁣⁣
Heres to the #hometeam: ⁣@leomessi, @stefanostsitsipas98, @damianlillard, @thejudge44, @erikotinhac, @artekk_11, @brookeclimbs, @femedeirostt,@ogata.yoshiyuki, @angustaavao, @marijevhunenstijn and @pamelaforster ⁣
💪⚽🧗‍♀🤳🏋️🧘‍♀️🏡",37k,208,1 year ago,Shoe Arm Photograph Shorts White Leg Fashion Human Font Sneakers,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
85,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/93342445_848207832321975_9154522376188029256_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=efaM7YCCwEQAX_KSjbZ&edm=APU89FABAAAA&ccb=7-4&oh=cf3a00eff66570aecbca51dc499016d1&oe=615E163D&_nc_sid=86f79a,"“The handles, the creativity, you’ve got all that.”⠀
⠀
Join @fchwpo and @tmac213 in The Huddle as they discuss their passion for basketball, keeping each other inspired and how they’re staying in the game from home.⠀
⠀
#hometeam",26k,191,1 year ago,Coat Sleeve Poster Font Publication Movie Suit Book cover Book Formal wear,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
86,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/92222223_536278433953071_1996987880465575796_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=3ngef5rOBLYAX82m_Iu&edm=APU89FABAAAA&ccb=7-4&oh=f71096fdf8534e48783e7e2cd1d23a68&oe=6161E93C&_nc_sid=86f79a,"First we collaborated with @carbon to reimagine high-performance footwear. ⁣
⁣
Now, using the same material co-created for our 4D midsoles, we’ve teamed up to produce 3D-printed face shields to support our healthcare heroes.⁣
⁣
Thank you to the many people who are working hard to get us through this. When we come together, we are at our best. #hometeam",115k,822,1 year ago,Body jewelry Liquid Clock Jewellery Rectangle Font Circle Glass Drinkware Service,None,None,None
87,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/91526728_331366921154626_2916954333911411932_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=El_OzrXFev0AX-5fTj5&edm=APU89FABAAAA&ccb=7-4&oh=ecca516d78d08d82fbf7c35492615bdf&oe=61630ADD&_nc_sid=86f79a,"“A creative space isn’t only a physical space, it’s also a mental one.”​⁣
​⁣
Swipe to see more of adidas MakerLab Creator Eric Weiss (@ricwise) in his own creative space. #hometeam​",58k,364,1 year ago,Eyebrow Jaw Sleeve Eyelash Beard Gesture Eyewear Audio equipment Street fashion Fashion design,None,None,None
88,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/91666709_631936577657766_1456718977211509180_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=czb8m6rs16oAX8ZrD07&edm=APU89FABAAAA&ccb=7-4&oh=6a25c9db8cf912512bc1a7de0da03e5c&oe=6161ABF6&_nc_sid=86f79a,"Break the tape on your own backyard marathon.​⁣
​⁣
@adidasRunners Captain Lee Ryan reimagined what it meant to run a marathon as he ran up and down and up and down his garden - 1,406.666 times to be exact - until he hit 26.2. ​⁣
​⁣
Follow @leemryan to see what he does next. #hometeam",62k,408,1 year ago,Footwear Shoe Arm Shorts Smile Happy Grass Leisure T-shirt Fun,VERY_UNLIKELY,POSSIBLE,VERY_UNLIKELY
89,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/91210120_780464362478028_3824701047659527516_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=Xy0h_p-iiRwAX9PtLjM&edm=APU89FABAAAA&ccb=7-4&oh=1c90cf636ca019f03e7ed209722b68bb&oe=615E03FC&_nc_sid=86f79a,"@Nojo18 is making this a starting line for something new as he plays for the #hometeam. ⁣
⁣
Let’s work together and get creative. Join in now at our link in bio or by visiting adidas.com/hometeam",30k,1274,1 year ago,Forehead Nose Hair Chin Eyebrow Hairstyle Facial expression Product Human Eyelash,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
90,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/91201911_882801205466656_5000838682940716931_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=B1902GxZSpUAX8tyOz_&edm=APU89FABAAAA&ccb=7-4&oh=1acd1799fe250e93dab6b343597f6104&oe=615DB75F&_nc_sid=86f79a,"@Ninja continues streaming, making content and spending time with his own #hometeam.​⁣
​⁣
Looking to have some fun and get creative at home? Sign up now at link in bio or head to adidas.com/hometeam",34k,292,1 year ago,Hair Head Facial expression Human Sleeve Beard Font T-shirt Happy People,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
91,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/90877845_794945677694562_5564493130043797258_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=Aj6nUtFvYukAX_gj2QU&edm=APU89FABAAAA&ccb=7-4&oh=70dca128df7de4b73366283e176f7bd9&oe=615E03BE&_nc_sid=86f79a,"@MikaelaShiffrin is finding new ways to stay busy these days. 🎸🤸‍♀🧘‍♀​⁣
​⁣
If youre looking for ways to stay creative and fit, sign up to join the #hometeam at our link in bio or by heading to adidas.com/hometeam​",31k,144,1 year ago,Hair Chin Hairstyle Eyebrow Facial expression Product Human Jaw Font Eyelash,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
92,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/90961009_634305857349813_3644813826182734765_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=RBiILoSJZ3IAX8RU678&edm=APU89FABAAAA&ccb=7-4&oh=a1f94b128677a3a05f92ffb2869feb14&oe=615E1F9A&_nc_sid=86f79a,"🏈 Quarterback @PatrickMahomes is passing the time with his #hometeam.​⁣
​⁣
Let’s all connect through our upcoming virtual events. Get notified now at our link in bio or by visiting adidas.com/hometeam",33k,114,1 year ago,Forehead Nose Chin Hairstyle Eyebrow Photograph Facial expression Eyelash Mouth Human,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
93,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/91116601_215878392810161_586078522180393000_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=IJkHJCZTu9cAX8RdohX&edm=APU89FABAAAA&ccb=7-4&oh=15eee7fc47eed238ea013071f1e3a61b&oe=615DF659&_nc_sid=86f79a,"@Anitta is taking it day by day with a new routine: wake up - workout - repeat. 💪​⁣⁣
​⁣⁣
Our virtual events are here to help the #hometeam keep our hearts, minds and bodies healthy. ​⁣⁣
⁣
Sign up now at our link in bio or visit adidas.com/hometeam",35k,519,1 year ago,Chin Arm Muscle Organ Shorts Font Community Vest People T-shirt,VERY_UNLIKELY,LIKELY,VERY_UNLIKELY
94,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/90657579_616455012538296_7283713884323141915_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=HflnB8rpjGUAX_aGR3F&edm=APU89FABAAAA&ccb=7-4&oh=48460905f3482abd44aa157784dc0be3&oe=615DCC2B&_nc_sid=86f79a,"@PaulPogba brings the game home. ⁣#hometeam ​⁣⁣
⁣
Our upcoming virtual events will help us connect with what we love. ⁣Get notified at our link in bio or by visiting adidas.com/hometeam",37k,134,1 year ago,Hair Head Chin Hairstyle Eyebrow Facial expression Product Human Font Mammal,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
95,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/90864110_904296400041250_1142946007898403916_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=C8owA1khEFUAX_bw_r-&edm=APU89FABAAAA&ccb=7-4&oh=c6071f4e57867a7a112ea9609876fd4a&oe=615DA912&_nc_sid=86f79a,"Notecards, pen, cardboard, thoughts 👉 new movie? @JonahHill​⁣
​⁣
It’s time to create, move and have fun. We’re here with the #hometeam to do just that. ​⁣
​⁣
Get notified to join our upcoming virtual events by signing up now at our link in bio or by visiting adidas.com/hometeam",38k,174,1 year ago,Forehead Hair Chin Hairstyle Eyebrow Beard Green Human Font Line,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
96,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/90424872_201634287767453_998799328433147920_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=2H89Ts_xUlIAX-hs9aX&edm=APU89FABAAAA&ccb=7-4&oh=8ceb1eabc025ec6dd7ec594ce165c88e&oe=61620758&_nc_sid=86f79a,"We know we don’t have all the answers. But one thing is certain – together is how we’ll get through this. ⁣
⁣
Swipe through to hear from some of the adidas family. #hometeam",80k,458,1 year ago,Furniture Property Plant Comfort Flowerpot Wood Table Building Interior design Rectangle,None,None,None
97,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/90094717_702448180494296_7621640948695421280_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=nMprO7S38mUAX8aKbCE&edm=APU89FABAAAA&ccb=7-4&oh=d13725b570ebe9325e63102f778fec7d&oe=61625030&_nc_sid=86f79a,"To all our athletes, teammates and friends across the world.",210k,1084,1 year ago,Font Darkness Monochrome photography Brand Logo Graphics Sky Circle Midnight Electric blue,None,None,None
98,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/89594517_543956352893072_956189985613953952_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=E30-r4ybHykAX_Q21Vl&edm=APU89FABAAAA&ccb=7-4&oh=472be2d1042532480d7692b1f598b09c&oe=615D8C2A&_nc_sid=86f79a,"We don’t just want a world with more women founders, we need it. ⁣
⁣
This belief led us to partner with iFundWomen to put our resources behind entrepreneurs who are helping to define a new and more inclusive future for the sports industry - but it doesn’t stop there.⁣
⁣
Between now and March 31st, more women can submit their industry-changing ideas and apply to join the program to receive financial support and expert business coaching. Learn more at ifundwomen.com/adidas​",36k,234,1 year ago,Face Hair Nose Head Skin Smile Chin Eyebrow Hairstyle Photograph,VERY_UNLIKELY,LIKELY,VERY_UNLIKELY
99,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/87342745_214918086361719_8689480073729081482_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=y0ylZEo2cjUAX_aC4CY&edm=APU89FABAAAA&ccb=7-4&oh=2e5910665797a5df74c547699acff13f&oe=615DD8F3&_nc_sid=86f79a,"He isn’t running to be faster than anybody else. He’s running to feel free.

#FasterThan by @300poundsandrunning 
See more at adidas.com/running",64k,380,1 year ago,Glasses Smile Sky Shorts Cloud Goggles Vision care Sports equipment Muscle Sunglasses,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
100,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/84632790_1243561859173431_6390382918462076601_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=8EH48J2wSYUAX8U4qyy&edm=APU89FABAAAA&ccb=7-4&oh=3f5f6e206a1f43fc1ef5ac062dce2073&oe=616227B7&_nc_sid=86f79a,"Empowering Chicago to power Chicago.⁣
⁣
Creating a lasting impact is a shared responsibility and it starts with the next generation. Our roster of gamechangers came together under one team in Chicago to improve access to career resources and inspire hundreds of #adidasLegacy program youth. ⁣
⁣
For every superstar changing the game, theres a community behind them that made it possible. #ChangeIsATeamSport⁣",205k,477,1 year ago,Field house Suit Orange Fan Competition event Flooring Floor Red People Championship,VERY_UNLIKELY,VERY_LIKELY,VERY_UNLIKELY
101,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/84451885_227106704976936_8847011570080775627_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=33ICZB5iG0MAX8RAak8&edm=APU89FABAAAA&ccb=7-4&oh=e2d686a880e4172a7f4d1ac479ee0152&oe=61628752&_nc_sid=86f79a,"1.8 million recycled plastic bottles-turned-field. If this sounds like the future of football, that’s because it is.⁣
⁣
We believe that improving ocean health is a must for future generations. In an effort to educate and empower the youth to take action, we partnered with @umiamirsmas to explore the harm of plastic waste in the oceans and @parley.tv to unveil the first sustainable football field at South Florida’s Miami Edison High School. ⁣
⁣
This wouldn’t have been possible without the thousands of hours and hundreds of people that came together to help shape the community. #ChangeIsATeamSport",82k,293,1 year ago,Line Font Rectangle Parallel Poster Slope Handwriting Number Pattern Signage,None,None,None
102,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/83208226_255553902080726_5903264317407801055_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=ImqJl24nDoMAX84qVu1&edm=APU89FABAAAA&ccb=7-4&oh=2dea58463c653719d999fd73585188cd&oe=615E1500&_nc_sid=86f79a,"@patrickmahomes 
Born to change the game.⁣⁣
Born to be a champion. ⁣⁣
That’s Mahomie. 🏆⁣",175k,920,1 year ago,Fixture Font Signage Handwriting Event Metal Building material Carmine Sign Graphics,None,None,None
103,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/83237485_219856632378590_3930035323121646009_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=WlsW3pjw8QgAX9pSSYv&edm=APU89FABAAAA&ccb=7-4&oh=0219d1c106da74af867864e29165be5c&oe=615DB546&_nc_sid=86f79a,🗣 @PatrickMahomes was born to change the game. But don’t take it from us.. 👆,52k,178,1 year ago,Footwear Plant Tree Black-and-white Knee Waist Style Street fashion Jacket Sportswear,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
104,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/81958993_168626837743494_2015574379670548005_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=ZH8xh2uU_fcAX-Zl_se&edm=APU89FABAAAA&ccb=7-4&oh=ef582d489738ff4a0c0e6f91b0069296&oe=616219B8&_nc_sid=86f79a,"The adidas family’s hearts are with the families, friends and all those affected by today’s tragedy. Kobe was a true legend that inspired others beyond the boundaries of the game. He will be greatly missed.⁣ ⁣

Mamba forever.",860k,1661,1 year ago,Basketball Sports equipment Basketball hoop Photograph White Light Black Lighting Style Rolling,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
105,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/81556493_2562868110614791_6242093372565186453_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=xG98FufUYGIAX8FslIm&edm=APU89FABAAAA&ccb=7-4&oh=9e51f7a7c64f28571b76b539863463bd&oe=615DF498&_nc_sid=86f79a,"Change can’t happen alone.⁣⁣⁣
🔈 Sound on ⁣⁣⁣
⁣⁣
Directed by @JonahHill⁣⁣
#adidasSUPERSTAR #ChangeIsATeamSport",90k,2842,1 year ago,Product Sleeve Font Community Crew People Movie Jacket Electric blue Event,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
106,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/82625265_1104623733219438_6590931881932365754_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=k8orjfA1-_YAX8uEOYt&edm=APU89FABAAAA&ccb=7-4&oh=58848b7f9a1eac96e2fa0f92a52c3e56&oe=6162FF1E&_nc_sid=86f79a,"adidas x IVY PARK, available at adidas.com/ivypark January 17 midday PST, in-store January 18. #adidasxIVYPARK",153k,1098,1 year ago,Footwear Car Tire Land vehicle Shoe Vehicle Wheel Hood Leg Automotive design,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
107,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/79732272_2182724898703467_1327054555018759968_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=a4y6Cgr3M3IAX9k0bax&edm=APU89FABAAAA&ccb=7-4&oh=b1eaa7256058daa1b3b87da9659b2d36&oe=615DB5D1&_nc_sid=86f79a,adidas x IVY PARK. January 18. adidas.com/ivypark. #adidasxIVYPARK,84k,1042,1 year ago,Joint Sky Shoulder Leg Human body Purple Thigh Pink Entertainment Magenta,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
108,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/79482166_156179032374907_3588530434220833388_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=LGLggJXJLxkAX_jOa8k&edm=APU89FABAAAA&ccb=7-4&oh=d933baeacab40358466964d99879a5d5&oe=6162273C&_nc_sid=86f79a,"No coincidences. No mistakes. Only preparation.​⁣
​⁣
For those who take the time to pursue their passion, this one’s for you. ​⁣Grab Ninjas “TIME IN” #NiteJogger December 31st in store or online at adidas.com/ninja",332k,3095,1 year ago,Forehead Hair Eyebrow Eye Blue Eyelash Jaw Flash photography Neck Iris,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
109,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/74649514_553950922069609_6621752821027605151_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=7pkiAs5TKY4AX9im53G&edm=APU89FABAAAA&ccb=7-4&oh=792ea59f710f4d15afb14e7f2b99f9fd&oe=6162B94E&_nc_sid=86f79a,"Unlike any other. ⁣⁣
⁣⁣
@leomessi becomes the first player in history to win 6 Ballon dOr awards, and hes not done yet.⁣⁣
⁣⁣
🏆🏆🏆🏆🏆🏆⁣⁣
⁣⁣
#HereToCreate",212k,1192,1 year ago,Forehead Outerwear Jaw Neck Sleeve Flash photography T-shirt Font Beard Facial hair,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
110,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/p640x640/74375058_734194157089345_852986882424054986_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=q0enahjkFOoAX911XEr&edm=APU89FABAAAA&ccb=7-4&oh=abf96c2ee9bd2de6f8039343ed6ad228&oe=615E1F88&_nc_sid=86f79a,"Do you copy?⁣
⁣
... #ULTRABOOST 20 lands December 6th on adidas.com 🚀",84k,1560,1 year ago,Walking shoe Water Sportswear Sneakers Liquid Font Electric blue Athletic shoe Carmine Outdoor shoe,None,None,None
111,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/73475356_284536095756908_8952090025428901005_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=3YMjKpj5AxgAX8QIzom&edm=APU89FABAAAA&ccb=7-4&oh=5636168b318d35c281529704b21b176b&oe=615E14A6&_nc_sid=86f79a,"A duo, made in Italy. @Prada for adidas Limited Edition. Available December 4th at adidas.com/prada. #Pradaforadidas",98k,915,1 year ago,Shoe Grey Headgear Wood Walking shoe Flooring Sneakers Tints and shades Sportswear Symmetry,None,None,None
112,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/77305655_431903824163921_8949815584272957773_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Ft10GKV6UvUAX8TsKy1&edm=APU89FABAAAA&ccb=7-4&oh=e81e5db004e79fda2658d60205fd8096&oe=61622B6D&_nc_sid=86f79a,"“As a runner, you typically have a few pairs of shoes you’re rotating through. You may need a different shoe for long runs, another shoe for speed. We might run through a pair in a month and a half. So ideally, you’d have different types that meet different needs, but each pair would be recyclable. A shoe like this could mean that I’m not chucking 10 pairs of shoes in landfill every year.” ⁣
⁣
Founder of @GirlsRunNYC, @JessieZapo is one of 200 [FUTURECRAFT.LOOP] beta-testers. She gave heaps of feedback on GEN 1 and returned it to us.  We remade it into Jessie’s GEN 2. Zero performance lost. Zero plastic waste. One step closer on our journey to end plastic waste.⁣
⁣
[FUTURECRAFT.LOOP] Made to be remade. ⁣
⁣
#FUTURECRAFT LOOP
#adidasRunners",83k,250,1 year ago,Water Sky Shoe Arm Shoulder Shorts yoga pant Leg Active pants Human body,None,None,None
113,https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/74698411_498854730720003_7629879319789651494_n.jpg?_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=lRsYvPYwcPgAX_qXGL5&edm=APU89FABAAAA&ccb=7-4&oh=3e9e48f2315dc1f247dcea86637b2956&oe=6161EDEE&_nc_sid=86f79a,"“Just 5 to 10 years ago, if you owned more than 20 pairs of shoes you were whack. You had a problem. Then it was normal to own 20, then 50, then 100 plus. We have to change our thinking to the opposite. Let’s give back the shoes instead of keeping them in the closet. I think we’re still quite far off from that sort of thinking being widely accepted, but the shift will happen fast if the whole industry backs into it.” ⁣
⁣
GEN 1 beta-tester and founder of @StapleDesign, @JeffStaple lives for releases. We heard his thoughts on [FUTURECRAFT.LOOP] and ideas on the future of the footwear industry. He gave back his GEN 1 and we remade it into his GEN 2. Zero plastic waste and one step closer to a culture of less. ⁣
⁣
[FUTURECRAFT.LOOP] Made to be remade.⁣
⁣
#FUTURECRAFT LOOP",72k,221,1 year ago,Bookcase Shelf Publication Wood Shelving Book Sneakers Leisure Flooring Artist,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
